,#,Country (or dependency),Region,Population (2020),Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share
64,64.5,Kazakhstan,Ayagoz,"33,479",,,,,,,,,
64,64.5,Kazakhstan,Sarkand,"76,919",,,,,,,,,
64,64.5,Kazakhstan,Lisakovsk,"40,000",,,,,,,,,
64,64.5,Kazakhstan,Semey,"292,780",,,,,,,,,
64,64.5,Kazakhstan,Atbasar,"34,797",,,,,,,,,
64,64.5,Kazakhstan,Burunday,"20,996",,,,,,,,,
64,64.5,Kazakhstan,Arkalyk,"42,000",,,,,,,,,
64,64.5,Kazakhstan,Kostanay,"210,000",,,,,,,,,
64,64.5,Kazakhstan,Stepnogorsk,"46,736",,,,,,,,,
64,64.5,Kazakhstan,Zhosaly,"20,065",,,,,,,,,
64,64.5,Kazakhstan,Aral,"33,017",,,,,,,,,
64,64.5,Kazakhstan,Aktau,"147,443",,,,,,,,,
64,64.5,Kazakhstan,Shymkent,"414,032",,,,,,,,,
64,64.5,Kazakhstan,Ekibastuz,"121,470",,,,,,,,,
64,64.5,Kazakhstan,Kapshagay,"42,167",,,,,,,,,
64,64.5,Kazakhstan,Georgievka,"22,047",,,,,,,,,
64,64.5,Kazakhstan,Ush-Tyube,"20,492",,,,,,,,,
64,64.5,Kazakhstan,Taldykorgan,"116,558",,,,,,,,,
64,64.5,Kazakhstan,Abay,"35,454",,,,,,,,,
64,64.5,Kazakhstan,Zhezqazghan,"104,357",,,,,,,,,
64,64.5,Kazakhstan,Shalqar,"27,399",,,,,,,,,
64,64.5,Kazakhstan,Yanykurgan,"21,339",,,,,,,,,
64,64.5,Kazakhstan,Zyryanovsk,"44,929",,,,,,,,,
64,64.5,Kazakhstan,Aktobe,"262,457",,,,,,,,,
64,64.5,Kazakhstan,Almaty,"2,000,900",,,,,,,,,
64,64.5,Kazakhstan,Zharkent,"34,422",,,,,,,,,
64,64.5,Kazakhstan,Shakhtinsk,"41,602",,,,,,,,,
64,64.5,Kazakhstan,Turkestan,"97,360",,,,,,,,,
64,64.5,Kazakhstan,Esik,"32,995",,,,,,,,,
64,64.5,Kazakhstan,Rudnyy,"124,000",,,,,,,,,
64,64.5,Kazakhstan,Chardara,"25,356",,,,,,,,,
64,64.5,Kazakhstan,Kandyagash,"28,196",,,,,,,,,
64,64.5,Kazakhstan,Ust-Kamenogorsk,"319,067",,,,,,,,,
64,64.5,Kazakhstan,Atyrau,"180,000",,,,,,,,,
64,64.5,Kazakhstan,Baikonur,"70,000",,,,,,,,,
64,64.5,Kazakhstan,Ayteke Bi,"35,883",,,,,,,,,
64,64.5,Kazakhstan,Temirtau,"170,600",,,,,,,,,
64,64.5,Kazakhstan,Kyzyl-Orda,"300,000",,,,,,,,,
64,64.5,Kazakhstan,Chu,"39,785",,,,,,,,,
64,64.5,Kazakhstan,Khromtau,"23,715",,,,,,,,,
64,64.5,Kazakhstan,Kokshetau,"124,444",,,,,,,,,
64,64.5,Kazakhstan,Pavlodar,"329,002",,,,,,,,,
64,64.5,Kazakhstan,Qulsary,"51,216",,,,,,,,,
64,64.5,Kazakhstan,Ridder,"52,664",,,,,,,,,
64,64.5,Kazakhstan,Talghar,"42,194",,,,,,,,,
64,64.5,Kazakhstan,Shchuchinsk,"47,290",,,,,,,,,
64,64.5,Kazakhstan,Aqsay,"34,799",,,,,,,,,
64,65,Zambia,All_Regions,"18,383,955",2.93 %,"522,925",25,"743,390","-8,000",4.7,18,45 %,0.24 %
65,65.5,Zambia,Kasama,"91,056",,,,,,,,,
65,65.5,Zambia,Kawambwa,"20,589",,,,,,,,,
65,65.5,Zambia,Petauke,"19,296",,,,,,,,,
65,65.5,Zambia,Mufulira,"120,500",,,,,,,,,
65,65.5,Zambia,Mumbwa,"19,086",,,,,,,,,
65,65.5,Zambia,Kansanshi,"40,705",,,,,,,,,
65,65.5,Zambia,Chipata,"85,963",,,,,,,,,
65,65.5,Zambia,Lusaka,"1,267,440",,,,,,,,,
65,65.5,Zambia,Mazabuka,"64,006",,,,,,,,,
65,65.5,Zambia,Mongu,"52,534",,,,,,,,,
65,65.5,Zambia,Sesheke,"20,149",,,,,,,,,
65,65.5,Zambia,Kabwe,"188,979",,,,,,,,,
65,65.5,Zambia,Kafue,"47,554",,,,,,,,,
65,65.5,Zambia,Nchelenge,"23,693",,,,,,,,,
65,65.5,Zambia,Luanshya,"113,365",,,,,,,,,
65,65.5,Zambia,Mbala,"20,570",,,,,,,,,
65,65.5,Zambia,Chingola,"148,564",,,,,,,,,
65,65.5,Zambia,Ndola,"394,518",,,,,,,,,
65,65.5,Zambia,Kitwe,"400,914",,,,,,,,,
65,65.5,Zambia,Monze,"30,257",,,,,,,,,
65,65.5,Zambia,Kapiri Mposhi,"37,942",,,,,,,,,
65,65.5,Zambia,Livingstone,"109,203",,,,,,,,,
65,65.5,Zambia,Kalulushi,"66,575",,,,,,,,,
65,65.5,Zambia,Mpika,"28,445",,,,,,,,,
65,65.5,Zambia,Samfya,"20,470",,,,,,,,,
65,65.5,Zambia,Choma,"46,746",,,,,,,,,
65,65.5,Zambia,Siavonga,"18,638",,,,,,,,,
65,65.5,Zambia,Mansa,"42,277",,,,,,,,,
65,65.5,Zambia,Chililabombwe,"57,328",,,,,,,,,
65,66,Guatemala,All_Regions,"17,915,568",1.90 %,"334,096",167,"107,160","-9,215",2.9,23,52 %,0.23 %
66,66.5,Guatemala,Sumpango,"20,884",,,,,,,,,
66,66.5,Guatemala,Chinautla,"97,172",,,,,,,,,
66,66.5,Guatemala,Gualan,"19,354",,,,,,,,,
66,66.5,Guatemala,La Gomera,"24,001",,,,,,,,,
66,66.5,Guatemala,San Lucas Sacatepequez,"17,959",,,,,,,,,
66,66.5,Guatemala,Villa Canales,"122,194",,,,,,,,,
66,66.5,Guatemala,San Benito,"30,764",,,,,,,,,
66,66.5,Guatemala,Coatepeque,"45,654",,,,,,,,,
66,66.5,Guatemala,Fraijanes,"28,492",,,,,,,,,
66,66.5,Guatemala,San Juan Sacatepequez,"136,886",,,,,,,,,
66,66.5,Guatemala,Escuintla,"103,165",,,,,,,,,
66,66.5,Guatemala,Tecpan Guatemala,"21,978",,,,,,,,,
66,66.5,Guatemala,San Andres Itzapa,"18,647",,,,,,,,,
66,66.5,Guatemala,Comitancillo,"19,669",,,,,,,,,
66,66.5,Guatemala,San Francisco El Alto,"54,493",,,,,,,,,
66,66.5,Guatemala,Chiquimula,"41,521",,,,,,,,,
66,66.5,Guatemala,Jacaltenango,"34,084",,,,,,,,,
66,66.5,Guatemala,Santa Lucia Cotzumalguapa,"62,097",,,,,,,,,
66,66.5,Guatemala,Ciudad Vieja,"30,203",,,,,,,,,
66,66.5,Guatemala,Morales,"18,994",,,,,,,,,
66,66.5,Guatemala,Santiago Atitlan,"33,309",,,,,,,,,
66,66.5,Guatemala,San Pedro Sacatepequez,"40,021",,,,,,,,,
66,66.5,Guatemala,San Pablo Jocopilas,"20,259",,,,,,,,,
66,66.5,Guatemala,Mazatenango,"44,132",,,,,,,,,
66,66.5,Guatemala,Nahuala,"27,690",,,,,,,,,
66,66.5,Guatemala,Puerto San Jose,"18,655",,,,,,,,,
66,66.5,Guatemala,Comalapa,"20,738",,,,,,,,,
66,66.5,Guatemala,Jocotenango,"17,918",,,,,,,,,
66,66.5,Guatemala,Guatemala City,"994,938",,,,,,,,,
66,66.5,Guatemala,Momostenango,"31,739",,,,,,,,,
66,66.5,Guatemala,Esquipulas,"20,674",,,,,,,,,
66,66.5,Guatemala,San Marcos,"25,088",,,,,,,,,
66,66.5,Guatemala,Solola,"45,373",,,,,,,,,
66,66.5,Guatemala,Chimaltenango,"82,370",,,,,,,,,
66,66.5,Guatemala,Palencia,"18,574",,,,,,,,,
66,66.5,Guatemala,Huehuetenango,"79,426",,,,,,,,,
66,66.5,Guatemala,San Pedro Ayampuc,"46,803",,,,,,,,,
66,66.5,Guatemala,Flores,"20,464",,,,,,,,,
66,66.5,Guatemala,Jutiapa,"34,332",,,,,,,,,
66,66.5,Guatemala,Quetzaltenango,"132,230",,,,,,,,,
66,66.5,Guatemala,Colomba,"19,115",,,,,,,,,
66,66.5,Guatemala,Panzos,"25,569",,,,,,,,,
66,66.5,Guatemala,Barberena,"30,539",,,,,,,,,
66,66.5,Guatemala,Puerto Barrios,"56,605",,,,,,,,,
66,66.5,Guatemala,Retalhuleu,"36,656",,,,,,,,,
66,66.5,Guatemala,Tiquisate,"18,189",,,,,,,,,
66,66.5,Guatemala,Alotenango,"17,410",,,,,,,,,
66,66.5,Guatemala,Villa Nueva,"406,830",,,,,,,,,
66,66.5,Guatemala,Salama,"40,000",,,,,,,,,
66,66.5,Guatemala,Totonicapan,"69,734",,,,,,,,,
66,66.5,Guatemala,Antigua Guatemala,"39,368",,,,,,,,,
66,66.5,Guatemala,Palin,"31,329",,,,,,,,,
66,66.5,Guatemala,Chichicastenango,"79,759",,,,,,,,,
66,66.5,Guatemala,San Jose Pinula,"47,247",,,,,,,,,
66,66.5,Guatemala,Zacapa,"36,088",,,,,,,,,
66,66.5,Guatemala,Santa Catarina Pinula,"67,994",,,,,,,,,
66,66.5,Guatemala,Cantel,"26,063",,,,,,,,,
66,66.5,Guatemala,Santa Cruz del Quiche,"23,618",,,,,,,,,
66,66.5,Guatemala,Santiago Sacatepequez,"24,210",,,,,,,,,
66,66.5,Guatemala,Coban,"53,375",,,,,,,,,
66,66.5,Guatemala,Amatitlan,"71,836",,,,,,,,,
66,66.5,Guatemala,Jalapa,"45,834",,,,,,,,,
66,66.5,Guatemala,San Cristobal Verapaz,"19,664",,,,,,,,,
66,66.5,Guatemala,Chicacao,"20,426",,,,,,,,,
66,66.5,Guatemala,Ostuncalco,"28,894",,,,,,,,,
66,66.5,Guatemala,Petapa,"141,455",,,,,,,,,
66,66.5,Guatemala,Mixco,"473,080",,,,,,,,,
66,66.5,Guatemala,Patzun,"18,704",,,,,,,,,
66,66.5,Guatemala,Nebaj,"23,301",,,,,,,,,
66,66.5,Guatemala,Nuevo San Carlos,"19,162",,,,,,,,,
66,67,Ecuador,All_Regions,"17,643,054",1.55 %,"269,392",71,"248,360","36,400",2.4,28,63 %,0.23 %
67,67.5,Ecuador,Tulcan,"86,498",,,,,,,,,
67,67.5,Ecuador,Puyo,"24,881",,,,,,,,,
67,67.5,Ecuador,Pujili,"16,168",,,,,,,,,
67,67.5,Ecuador,Pelileo,"16,572",,,,,,,,,
67,67.5,Ecuador,Puerto Francisco de Orellana,"48,144",,,,,,,,,
67,67.5,Ecuador,Pedro Carbo,"23,372",,,,,,,,,
67,67.5,Ecuador,Cariamanga,"16,862",,,,,,,,,
67,67.5,Ecuador,Ibarra,"132,977",,,,,,,,,
67,67.5,Ecuador,Nueva Loja,"24,211",,,,,,,,,
67,67.5,Ecuador,Portoviejo,"170,326",,,,,,,,,
67,67.5,Ecuador,La Mana,"16,450",,,,,,,,,
67,67.5,Ecuador,Naranjito,"34,206",,,,,,,,,
67,67.5,Ecuador,Loja,"117,796",,,,,,,,,
67,67.5,Ecuador,Pasaje,"44,860",,,,,,,,,
67,67.5,Ecuador,Rosa Zarate,"42,121",,,,,,,,,
67,67.5,Ecuador,Cuenca,"276,964",,,,,,,,,
67,67.5,Ecuador,Sucre,"15,286",,,,,,,,,
67,67.5,Ecuador,Salinas,"43,862",,,,,,,,,
67,67.5,Ecuador,Catamayo,"18,565",,,,,,,,,
67,67.5,Ecuador,Babahoyo,"76,279",,,,,,,,,
67,67.5,Ecuador,Huaquillas,"39,757",,,,,,,,,
67,67.5,Ecuador,Vinces,"32,497",,,,,,,,,
67,67.5,Ecuador,Yaguachi Nuevo,"27,947",,,,,,,,,
67,67.5,Ecuador,Otavalo,"32,330",,,,,,,,,
67,67.5,Ecuador,La Libertad,"75,881",,,,,,,,,
67,67.5,Ecuador,Santo Domingo de los Colorados,"200,421",,,,,,,,,
67,67.5,Ecuador,Eloy Alfaro,"167,784",,,,,,,,,
67,67.5,Ecuador,Latacunga,"51,717",,,,,,,,,
67,67.5,Ecuador,Riobamba,"124,478",,,,,,,,,
67,67.5,Ecuador,Guayaquil,"1,952,029",,,,,,,,,
67,67.5,Ecuador,Machala,"198,123",,,,,,,,,
67,67.5,Ecuador,Montalvo,"15,547",,,,,,,,,
67,67.5,Ecuador,Calceta,"17,286",,,,,,,,,
67,67.5,Ecuador,Santa Rosa,"41,816",,,,,,,,,
67,67.5,Ecuador,Ventanas,"46,708",,,,,,,,,
67,67.5,Ecuador,Cayambe,"26,582",,,,,,,,,
67,67.5,Ecuador,Azogues,"34,877",,,,,,,,,
67,67.5,Ecuador,Esmeraldas,"165,216",,,,,,,,,
67,67.5,Ecuador,San Lorenzo de Esmeraldas,"20,209",,,,,,,,,
67,67.5,Ecuador,Naranjal,"32,045",,,,,,,,,
67,67.5,Ecuador,Jipijapa,"35,901",,,,,,,,,
67,67.5,Ecuador,Machachi,"25,742",,,,,,,,,
67,67.5,Ecuador,Samborondon,"24,118",,,,,,,,,
67,67.5,Ecuador,Tena,"17,172",,,,,,,,,
67,67.5,Ecuador,Manta,"183,166",,,,,,,,,
67,67.5,Ecuador,Balzar,"40,115",,,,,,,,,
67,67.5,Ecuador,Gualaceo,"17,122",,,,,,,,,
67,67.5,Ecuador,La Troncal,"36,353",,,,,,,,,
67,67.5,Ecuador,Quito,"1,399,814",,,,,,,,,
67,67.5,Ecuador,San Gabriel,"15,112",,,,,,,,,
67,67.5,Ecuador,Velasco Ibarra,"48,754",,,,,,,,,
67,67.5,Ecuador,Milagro,"133,508",,,,,,,,,
67,67.5,Ecuador,Ambato,"154,369",,,,,,,,,
67,67.5,Ecuador,Bahia de Caraquez,"37,056",,,,,,,,,
67,67.5,Ecuador,El Triunfo,"32,282",,,,,,,,,
67,67.5,Ecuador,Chone,"44,751",,,,,,,,,
67,67.5,Ecuador,Tutamandahostel,"140,000",,,,,,,,,
67,67.5,Ecuador,Macas,"23,687",,,,,,,,,
67,67.5,Ecuador,Santa Elena,"42,214",,,,,,,,,
67,67.5,Ecuador,Quevedo,"119,436",,,,,,,,,
67,67.5,Ecuador,Montecristi,"18,351",,,,,,,,,
67,67.5,Ecuador,Pinas,"16,981",,,,,,,,,
67,67.5,Ecuador,Boca Suno,"20,313",,,,,,,,,
67,67.5,Ecuador,Atuntaqui,"17,456",,,,,,,,,
67,67.5,Ecuador,Zamora,"15,276",,,,,,,,,
67,67.5,Ecuador,Playas,"30,564",,,,,,,,,
67,67.5,Ecuador,Guaranda,"22,199",,,,,,,,,
67,68,Syria,All_Regions,"17,500,658",2.52 %,"430,523",95,"183,630","-427,391",2.8,26,60 %,0.22 %
68,68.5,Syria,Halfaya,"23,403",,,,,,,,,
68,68.5,Syria,Tayyibat al Imam,"29,259",,,,,,,,,
68,68.5,Syria,Saraqib,"34,231",,,,,,,,,
68,68.5,Syria,Satita,"27,815",,,,,,,,,
68,68.5,Syria,I`zaz,"66,138",,,,,,,,,
68,68.5,Syria,At Tall,"55,561",,,,,,,,,
68,68.5,Syria,Jablah,"65,915",,,,,,,,,
68,68.5,Syria,Albu Kamal,"57,572",,,,,,,,,
68,68.5,Syria,Inkhil,"29,076",,,,,,,,,
68,68.5,Syria,`Irbin,"42,474",,,,,,,,,
68,68.5,Syria,Tartouss,"89,457",,,,,,,,,
68,68.5,Syria,Al Qunaytirah,"36,143",,,,,,,,,
68,68.5,Syria,Manbij,"99,497",,,,,,,,,
68,68.5,Syria,Souran,"30,716",,,,,,,,,
68,68.5,Syria,Al Kiswah,"23,526",,,,,,,,,
68,68.5,Syria,Masyaf,"32,262",,,,,,,,,
68,68.5,Syria,Kafr Zayta,"21,845",,,,,,,,,
68,68.5,Syria,Al Bab,"130,745",,,,,,,,,
68,68.5,Syria,Ath Thawrah,"87,880",,,,,,,,,
68,68.5,Syria,Tafas,"31,249",,,,,,,,,
68,68.5,Syria,Douma,"111,864",,,,,,,,,
68,68.5,Syria,As Salamiyah,"94,887",,,,,,,,,
68,68.5,Syria,Kafr Takharim,"22,436",,,,,,,,,
68,68.5,Syria,Ma`arratmisrin,"32,163",,,,,,,,,
68,68.5,Syria,Jisr ash Shughur,"39,311",,,,,,,,,
68,68.5,Syria,'Ayn al 'Arab,"50,000",,,,,,,,,
68,68.5,Syria,Ar Raqqah,"177,636",,,,,,,,,
68,68.5,Syria,Kafr Laha,"21,819",,,,,,,,,
68,68.5,Syria,Jayrud,"32,352",,,,,,,,,
68,68.5,Syria,Tall Rif`at,"25,658",,,,,,,,,
68,68.5,Syria,An Nabk,"49,372",,,,,,,,,
68,68.5,Syria,Al Mayadin,"54,534",,,,,,,,,
68,68.5,Syria,Al Hasakah,"81,539",,,,,,,,,
68,68.5,Syria,Az Zabadani,"29,549",,,,,,,,,
68,68.5,Syria,Idlib,"128,840",,,,,,,,,
68,68.5,Syria,Yabrud,"40,502",,,,,,,,,
68,68.5,Syria,Dayr Hafir,"28,905",,,,,,,,,
68,68.5,Syria,Kafranbel,"45,652",,,,,,,,,
68,68.5,Syria,Baniyas,"39,066",,,,,,,,,
68,68.5,Syria,Tallbisah,"38,491",,,,,,,,,
68,68.5,Syria,Al Qaryatayn,"31,748",,,,,,,,,
68,68.5,Syria,Latakia,"340,181",,,,,,,,,
68,68.5,Syria,Al Qusayr,"41,062",,,,,,,,,
68,68.5,Syria,Subaykhan,"25,514",,,,,,,,,
68,68.5,Syria,Jarabulus,"24,997",,,,,,,,,
68,68.5,Syria,Jasim,"30,283",,,,,,,,,
68,68.5,Syria,Ar Rastan,"53,152",,,,,,,,,
68,68.5,Syria,Khan Shaykhun,"48,975",,,,,,,,,
68,68.5,Syria,Dar'a,"97,969",,,,,,,,,
68,68.5,Syria,Al Harak,"23,784",,,,,,,,,
68,68.5,Syria,`Afrin,"48,693",,,,,,,,,
68,68.5,Syria,Aleppo,"1,602,264",,,,,,,,,
68,68.5,Syria,Tallkalakh,"29,754",,,,,,,,,
68,68.5,Syria,Homs,"775,404",,,,,,,,,
68,68.5,Syria,Salqin,"31,608",,,,,,,,,
68,68.5,Syria,Hajin,"29,237",,,,,,,,,
68,68.5,Syria,Tadmur,"51,015",,,,,,,,,
68,68.5,Syria,Harasta,"37,348",,,,,,,,,
68,68.5,Syria,As Suwayda',"59,052",,,,,,,,,
68,68.5,Syria,Nubl,"25,546",,,,,,,,,
68,68.5,Syria,As Safirah,"63,708",,,,,,,,,
68,68.5,Syria,Darayya,"71,596",,,,,,,,,
68,68.5,Syria,Binnish,"30,354",,,,,,,,,
68,68.5,Syria,Tadif,"34,670",,,,,,,,,
68,68.5,Syria,As Sanamayn,"25,702",,,,,,,,,
68,68.5,Syria,Deir ez-Zor,"242,565",,,,,,,,,
68,68.5,Syria,Hamah,"460,602",,,,,,,,,
68,68.5,Syria,Damascus,"1,569,394",,,,,,,,,
68,68.5,Syria,Ash Shaykh Miskin,"25,920",,,,,,,,,
68,68.5,Syria,Ad Dana,"21,987",,,,,,,,,
68,69,Netherlands,All_Regions,"17,134,872",0.22 %,"37,742",508,"33,720","16,000",1.7,43,92 %,0.22 %
69,69.5,Netherlands,Oosterhout,"53,107",,,,,,,,,
69,69.5,Netherlands,Weert,"48,662",,,,,,,,,
69,69.5,Netherlands,Bergen op Zoom,"66,256",,,,,,,,,
69,69.5,Netherlands,Schiedam,"75,438",,,,,,,,,
69,69.5,Netherlands,Apeldoorn,"136,670",,,,,,,,,
69,69.5,Netherlands,Den Helder,"59,569",,,,,,,,,
69,69.5,Netherlands,Zeist,"60,949",,,,,,,,,
69,69.5,Netherlands,Sittard,"48,400",,,,,,,,,
69,69.5,Netherlands,Gouda,"71,952",,,,,,,,,
69,69.5,Netherlands,Assen,"62,237",,,,,,,,,
69,69.5,Netherlands,Vlaardingen,"73,798",,,,,,,,,
69,69.5,Netherlands,Helmond,"74,740",,,,,,,,,
69,69.5,Netherlands,Velsen-Zuid,"67,758",,,,,,,,,
69,69.5,Netherlands,Breda,"167,673",,,,,,,,,
69,69.5,Netherlands,Zaanstad,"140,085",,,,,,,,,
69,69.5,Netherlands,Leeuwarden,"91,424",,,,,,,,,
69,69.5,Netherlands,Hoorn,"68,852",,,,,,,,,
69,69.5,Netherlands,Hoofddorp,"132,734",,,,,,,,,
69,69.5,Netherlands,Roosendaal,"77,725",,,,,,,,,
69,69.5,Netherlands,Woerden,"48,431",,,,,,,,,
69,69.5,Netherlands,Utrecht,"290,529",,,,,,,,,
69,69.5,Netherlands,Amersfoort,"139,914",,,,,,,,,
69,69.5,Netherlands,Heerhugowaard,"47,580",,,,,,,,,
69,69.5,Netherlands,Arnhem,"141,674",,,,,,,,,
69,69.5,Netherlands,Doetinchem,"49,906",,,,,,,,,
69,69.5,Netherlands,Lelystad,"70,741",,,,,,,,,
69,69.5,Netherlands,Heerlen,"93,084",,,,,,,,,
69,69.5,Netherlands,Hardenberg,"57,909",,,,,,,,,
69,69.5,Netherlands,Middelburg,"46,485",,,,,,,,,
69,69.5,Netherlands,Oss,"76,430",,,,,,,,,
69,69.5,Netherlands,Rijswijk,"47,299",,,,,,,,,
69,69.5,Netherlands,Waalwijk,"45,610",,,,,,,,,
69,69.5,Netherlands,Eindhoven,"209,620",,,,,,,,,
69,69.5,Netherlands,Nijmegen,"158,732",,,,,,,,,
69,69.5,Netherlands,Emmeloord,"46,409",,,,,,,,,
69,69.5,Netherlands,The Hague,"474,292",,,,,,,,,
69,69.5,Netherlands,Deventer,"97,331",,,,,,,,,
69,69.5,Netherlands,Almelo,"72,725",,,,,,,,,
69,69.5,Netherlands,Kerkrade,"49,777",,,,,,,,,
69,69.5,Netherlands,Nieuwegein,"61,489",,,,,,,,,
69,69.5,Netherlands,Enschede,"153,655",,,,,,,,,
69,69.5,Netherlands,Tilburg,"199,613",,,,,,,,,
69,69.5,Netherlands,Purmerend,"76,745",,,,,,,,,
69,69.5,Netherlands,Venlo,"92,403",,,,,,,,,
69,69.5,Netherlands,Haarlem,"147,590",,,,,,,,,
69,69.5,Netherlands,Rotterdam,"598,199",,,,,,,,,
69,69.5,Netherlands,Kampen,"48,980",,,,,,,,,
69,69.5,Netherlands,Amstelveen,"79,639",,,,,,,,,
69,69.5,Netherlands,Veenendaal,"61,271",,,,,,,,,
69,69.5,Netherlands,Zwijndrecht,"45,696",,,,,,,,,
69,69.5,Netherlands,Maastricht,"122,378",,,,,,,,,
69,69.5,Netherlands,Alkmaar,"94,853",,,,,,,,,
69,69.5,Netherlands,Spijkenisse,"74,988",,,,,,,,,
69,69.5,Netherlands,Alphen aan den Rijn,"70,251",,,,,,,,,
69,69.5,Netherlands,Hengelo,"80,809",,,,,,,,,
69,69.5,Netherlands,Capelle aan den IJssel,"65,255",,,,,,,,,
69,69.5,Netherlands,Emmen,"57,010",,,,,,,,,
69,69.5,Netherlands,Leiden,"119,713",,,,,,,,,
69,69.5,Netherlands,Dordrecht,"119,260",,,,,,,,,
69,69.5,Netherlands,Amsterdam-Zuidoost,"84,811",,,,,,,,,
69,69.5,Netherlands,'s-Hertogenbosch,"134,520",,,,,,,,,
69,69.5,Netherlands,Groningen,"181,194",,,,,,,,,
69,69.5,Netherlands,Amsterdam,"741,636",,,,,,,,,
69,69.5,Netherlands,Zwolle,"111,805",,,,,,,,,
69,69.5,Netherlands,Hilversum,"83,640",,,,,,,,,
69,69.5,Netherlands,Zaandam,"71,708",,,,,,,,,
69,69.5,Netherlands,Zoetermeer,"115,845",,,,,,,,,
69,69.5,Netherlands,Ede,"67,670",,,,,,,,,
69,69.5,Netherlands,Delft,"95,060",,,,,,,,,
69,69.5,Netherlands,Almere Stad,"176,432",,,,,,,,,
6,7,Nigeria,All_Regions,"206,139,589",2.58 %,"5,175,990",226,"910,770","-60,000",5.4,18,52 %,2.64 %
7,7.5,Nigeria,Nnewi,"193,987",,,,,,,,,
7,7.5,Nigeria,Ikirun,"134,240",,,,,,,,,
7,7.5,Nigeria,Ebute Ikorodu,"535,619",,,,,,,,,
7,7.5,Nigeria,Owo,"276,574",,,,,,,,,
7,7.5,Nigeria,Okrika,"133,271",,,,,,,,,
7,7.5,Nigeria,Osogbo,"156,694",,,,,,,,,
7,7.5,Nigeria,Funtua,"136,811",,,,,,,,,
7,7.5,Nigeria,Amaigbo,"127,300",,,,,,,,,
7,7.5,Nigeria,Abeokuta,"593,100",,,,,,,,,
7,7.5,Nigeria,Sokoto,"563,861",,,,,,,,,
7,7.5,Nigeria,Inisa,"164,161",,,,,,,,,
7,7.5,Nigeria,Warri,"536,023",,,,,,,,,
7,7.5,Nigeria,Ise-Ekiti,"190,063",,,,,,,,,
7,7.5,Nigeria,Abakaliki,"134,102",,,,,,,,,
7,7.5,Nigeria,Abuja,"590,400",,,,,,,,,
7,7.5,Nigeria,Ila Orangun,"179,192",,,,,,,,,
7,7.5,Nigeria,Modakeke,"119,529",,,,,,,,,
7,7.5,Nigeria,Enugu,"688,862",,,,,,,,,
7,7.5,Nigeria,Uyo,"436,606",,,,,,,,,
7,7.5,Nigeria,Calabar,"461,796",,,,,,,,,
7,7.5,Nigeria,Sapele,"161,686",,,,,,,,,
7,7.5,Nigeria,Awka,"167,738",,,,,,,,,
7,7.5,Nigeria,Ondo,"257,005",,,,,,,,,
7,7.5,Nigeria,Kaduna,"1,582,102",,,,,,,,,
7,7.5,Nigeria,Ugep,"200,276",,,,,,,,,
7,7.5,Nigeria,Jos,"816,824",,,,,,,,,
7,7.5,Nigeria,Efon-Alaaye,"279,319",,,,,,,,,
7,7.5,Nigeria,Mubi,"225,705",,,,,,,,,
7,7.5,Nigeria,Ikire,"222,160",,,,,,,,,
7,7.5,Nigeria,Port Harcourt,"1,148,665",,,,,,,,,
7,7.5,Nigeria,Gombe,"250,258",,,,,,,,,
7,7.5,Nigeria,Owerri,"215,038",,,,,,,,,
7,7.5,Nigeria,Minna,"291,905",,,,,,,,,
7,7.5,Nigeria,Atani,"230,000",,,,,,,,,
7,7.5,Nigeria,Ijebu-Ode,"209,175",,,,,,,,,
7,7.5,Nigeria,Lagos,"9,000,000",,,,,,,,,
7,7.5,Nigeria,Ikot Ekpene,"254,806",,,,,,,,,
7,7.5,Nigeria,Akure,"420,594",,,,,,,,,
7,7.5,Nigeria,Ilorin,"814,192",,,,,,,,,
7,7.5,Nigeria,Aba,"897,560",,,,,,,,,
7,7.5,Nigeria,Benin City,"1,125,058",,,,,,,,,
7,7.5,Nigeria,Suleja,"162,135",,,,,,,,,
7,7.5,Nigeria,Ikeja,"313,196",,,,,,,,,
7,7.5,Nigeria,Kisi,"155,510",,,,,,,,,
7,7.5,Nigeria,Jimeta,"248,148",,,,,,,,,
7,7.5,Nigeria,Makurdi,"292,645",,,,,,,,,
7,7.5,Nigeria,Iwo,"250,443",,,,,,,,,
7,7.5,Nigeria,Saki,"178,677",,,,,,,,,
7,7.5,Nigeria,Oyo,"736,072",,,,,,,,,
7,7.5,Nigeria,Gashua,"125,817",,,,,,,,,
7,7.5,Nigeria,Katsina,"432,149",,,,,,,,,
7,7.5,Nigeria,Shagamu,"214,558",,,,,,,,,
7,7.5,Nigeria,Ejigbo,"138,357",,,,,,,,,
7,7.5,Nigeria,Ijero-Ekiti,"167,632",,,,,,,,,
7,7.5,Nigeria,Umuahia,"264,662",,,,,,,,,
7,7.5,Nigeria,Zaria,"975,153",,,,,,,,,
7,7.5,Nigeria,Ilesa,"277,904",,,,,,,,,
7,7.5,Nigeria,Bida,"171,656",,,,,,,,,
7,7.5,Nigeria,Ado-Ekiti,"424,340",,,,,,,,,
7,7.5,Nigeria,Maiduguri,"1,112,449",,,,,,,,,
7,7.5,Nigeria,Gbongan,"139,485",,,,,,,,,
7,7.5,Nigeria,Kano,"3,626,068",,,,,,,,,
