"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"3","Small regions (TL3)","CA3507","Leeds and Grenville, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",104.3,,
"3","Small regions (TL3)","CA3509","Lanark, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",112.1,,
"3","Small regions (TL3)","CA3510","Frontenac, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",113.7,,
"3","Small regions (TL3)","CA3511","Lennox and Addington, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",109.1,,
"3","Small regions (TL3)","CA3512","Hastings, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",110,,
"3","Small regions (TL3)","CA3513","Prince Edward, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",98.3,,
"3","Small regions (TL3)","CA3514","Northumberland, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",111.8,,
"3","Small regions (TL3)","NZ014","Bay of Plenty Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,26.78,,
"3","Small regions (TL3)","CA3515","Peterborough, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",113,,
"3","Small regions (TL3)","CA3516","Kawartha Lakes, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",111.8,,
"3","Small regions (TL3)","CA3518","Durham, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",132.2,,
"3","Small regions (TL3)","CA3519","York, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",154.9,,
"3","Small regions (TL3)","CA3520","Toronto metropolitan municipality, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",114.8,,
"3","Small regions (TL3)","CA3521","Peel, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",149.4,,
"3","Small regions (TL3)","CA3522","Dufferin, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",127.8,,
"3","Small regions (TL3)","CA3523","Wellington, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",123.7,,
"3","Small regions (TL3)","CA3524","Halton, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",152.5,,
"3","Small regions (TL3)","CA3525","Hamilton, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",112.6,,
"3","Small regions (TL3)","CA3526","Niagara, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",112.3,,
"3","Small regions (TL3)","CA3528","Haldimand-Norfolk, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",109.8,,
"3","Small regions (TL3)","CA3529","Brant, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",116.3,,
"3","Small regions (TL3)","CA3530","Waterloo, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",130.4,,
"3","Small regions (TL3)","CA3531","Perth, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",107.3,,
"3","Small regions (TL3)","CA3532","Oxford, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",116.7,,
"3","Small regions (TL3)","CA3534","Elgin, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",112,,
"3","Small regions (TL3)","CA3536","Chatham-Kent, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",94.8,,
"3","Small regions (TL3)","CA3537","Essex, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",109.7,,
"3","Small regions (TL3)","CA3538","Lambton, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",100.3,,
"3","Small regions (TL3)","CA3539","Middlesex, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",119.9,,
"3","Small regions (TL3)","CA3540","Huron, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",101.1,,
"3","Small regions (TL3)","CA3541","Bruce, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",110.1,,
"3","Small regions (TL3)","CA3542","Grey, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",108.3,,
"3","Small regions (TL3)","CA3543","Simcoe, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",134.5,,
"3","Small regions (TL3)","CA3544","Muskoka, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",119.4,,
"3","Small regions (TL3)","CA3546","Haliburton, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",123.9,,
"3","Small regions (TL3)","CA3547","Renfrew, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",108,,
"3","Small regions (TL3)","CA3548","Nipissing, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",100.6,,
"3","Small regions (TL3)","CA3549","Parry Sound, ON","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",109.3,,
"3","Small regions (TL3)","CA4704","Division 4, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.51,,
"3","Small regions (TL3)","CA1008","Division 8, NL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3.75,,
"3","Small regions (TL3)","CA1212","Pictou, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,15.49,,
"3","Small regions (TL3)","CA1213","Guysborough, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.82,,
"3","Small regions (TL3)","CA1217","Cape Breton, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,41.03,,
"3","Small regions (TL3)","CA2420","L'Île-d'Orléans, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,39.01,,
"3","Small regions (TL3)","CA2452","D'Autray, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,34.77,,
"3","Small regions (TL3)","CA2456","Le Haut-Richelieu, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,129.18,,
"3","Small regions (TL3)","CA2468","Les Jardins-de-Napierville, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,37.98,,
"3","Small regions (TL3)","CA2469","Le Haut-Saint-Laurent, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,20.62,,
"3","Small regions (TL3)","CA2479","Antoine-Labelle, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.38,,
"3","Small regions (TL3)","CA3510","Frontenac, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,43.28,,
"3","Small regions (TL3)","HU221","Gyor-Moson-Sopron","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,112.54,,
"3","Small regions (TL3)","NZ011","Northland Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,15.94,,
"3","Small regions (TL3)","NZ012","Auckland Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,367.02,,
"3","Small regions (TL3)","CA3519","York, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,670.54,,
"3","Small regions (TL3)","CA3523","Wellington, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,90.61,,
"3","Small regions (TL3)","CA3536","Chatham-Kent, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,42.93,,
"3","Small regions (TL3)","CA3537","Essex, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,231.53,,
"3","Small regions (TL3)","CA3557","Algoma, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.42,,
"3","Small regions (TL3)","CA4811","Division 11, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,94.47,,
"3","Small regions (TL3)","CA4815","Division 15, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.42,,
"3","Small regions (TL3)","CA5909","Fraser Valley, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,24.86,,
"3","Small regions (TL3)","CA6102","Region 2, NT","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.01,,
"2","Large regions (TL2)","NZ12","Auckland Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,367.02,,
"3","Small regions (TL3)","HR036","Istria County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,74.6,,
"3","Small regions (TL3)","HR044","Varazdin County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,134.95,,
"3","Small regions (TL3)","CA1206","Lunenburg, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,16.57,,
"3","Small regions (TL3)","CA1216","Richmond, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,7.28,,
"3","Small regions (TL3)","CA1303","Sunbury, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,10.77,,
"3","Small regions (TL3)","CA1304","Queens, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.79,,
"3","Small regions (TL3)","CA1307","Westmorland, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,44.01,,
"3","Small regions (TL3)","CA2428","Les Etchemins, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,9.1,,
"3","Small regions (TL3)","CA2440","Asbestos, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,18.17,,
"3","Small regions (TL3)","CA2444","Coaticook, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,13.96,,
"3","Small regions (TL3)","CA2463","Montcalm, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,78.85,,
"3","Small regions (TL3)","CA2472","Deux-Montagnes, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,425.93,,
"3","Small regions (TL3)","CA2487","Abitibi-Ouest, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,6.17,,
"3","Small regions (TL3)","HU312","Heves","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,82.59,,
"3","Small regions (TL3)","NZ018","Manawatu-Wanganui Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,11.26,,
"3","Small regions (TL3)","NZ022","West Coast Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.4,,
"3","Small regions (TL3)","NZ024","Otago Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",125.4,,
"3","Small regions (TL3)","CA3515","Peterborough, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,38.43,,
"3","Small regions (TL3)","CA3521","Peel, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1236.56,,
"3","Small regions (TL3)","CA3522","Dufferin, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,45.66,,
"3","Small regions (TL3)","CA3528","Haldimand-Norfolk, ON","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,41.55,,
"3","Small regions (TL3)","CA4601","Division 1, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.26,,
"3","Small regions (TL3)","CA4615","Division 15, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.47,,
"3","Small regions (TL3)","CA4702","Division 2, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.38,,
"3","Small regions (TL3)","CA4705","Division 5, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.18,,
"3","Small regions (TL3)","CA4706","Division 6, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,16.45,,
"3","Small regions (TL3)","CA4710","Division 10, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.34,,
"3","Small regions (TL3)","CA4809","Division 9, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.12,,
"3","Small regions (TL3)","CA4814","Division 14, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1.1,,
"3","Small regions (TL3)","CA4817","Division 17, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.33,,
"3","Small regions (TL3)","CA5943","Mount Waddington, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.58,,
"3","Small regions (TL3)","CA5949","Kitimat-Stikine, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.37,,
"3","Small regions (TL3)","CA5953","Fraser-Fort George, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.04,,
"3","Small regions (TL3)","CA5955","Peace River, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.57,,
"2","Large regions (TL2)","NZ11","Northland Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",130.7,,
"2","Large regions (TL2)","NZ13","Waikato Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",130.9,,
"2","Large regions (TL2)","NZ15","Gisborne Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",108.2,,
"2","Large regions (TL2)","NZ16","Hawke's Bay Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",117.9,,
"2","Large regions (TL2)","NZ17","Taranaki Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,17.36,,
"2","Large regions (TL2)","NZ21","Tasman-Nelson-Marlborough","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,7.82,,
"2","Large regions (TL2)","NZ23","Canterbury Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,13.96,,
"2","Large regions (TL2)","NZ23","Canterbury Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",126.6,,
"3","Small regions (TL3)","HU110","Budapest","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3435.85,,
"3","Small regions (TL3)","HU120","Pest","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,203.61,,
"3","Small regions (TL3)","PL912","Warsaw-East","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,207.09,,
"3","Small regions (TL3)","CA1011","Division 11, NL","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.04,,
"3","Small regions (TL3)","CA1203","Digby, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,6.92,,
"3","Small regions (TL3)","CA1204","Queens, NS","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,4.28,,
"3","Small regions (TL3)","CA1314","Restigouche County, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,3.6,,
"3","Small regions (TL3)","CA1315","Gloucester County, NB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,16.62,,
"3","Small regions (TL3)","CA2430","Le Granit, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,7.82,,
"3","Small regions (TL3)","CA2437","Francheville, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,135.35,,
"3","Small regions (TL3)","CA2447","La Haute-Yamaska, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,144.04,,
"3","Small regions (TL3)","CA2455","Rouville, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,77.45,,
"3","Small regions (TL3)","CA2457","La Vallée-du-Richelieu, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,222.12,,
"3","Small regions (TL3)","CA2458","Longueuil, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1530.8,,
"3","Small regions (TL3)","CA2462","Matawinie, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,5.48,,
"3","Small regions (TL3)","CA2465","Laval, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,1777.22,,
"3","Small regions (TL3)","CA2471","Vaudreuil-Soulanges, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,184.84,,
"3","Small regions (TL3)","CA2475","La Rivière-du-Nord, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,302.69,,
"3","Small regions (TL3)","CA2476","Argenteuil, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,26.49,,
"3","Small regions (TL3)","CA2477","Les Pays-d'en-Haut, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,64.25,,
"3","Small regions (TL3)","CA2481","Gatineau, QC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,839.27,,
"3","Small regions (TL3)","HU213","Veszprém","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,81.64,,
"3","Small regions (TL3)","NZ021","Tasman-Nelson-Marlborough","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",124.5,,
"3","Small regions (TL3)","NZ023","Canterbury Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",126.6,,
"3","Small regions (TL3)","NZ025","Southland Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",108.3,,
"3","Small regions (TL3)","CA4603","Division 3, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,11.24,,
"3","Small regions (TL3)","CA4604","Division 4, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.3,,
"3","Small regions (TL3)","CA4613","Division 13, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,30.38,,
"3","Small regions (TL3)","CA4618","Division 18, MB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.22,,
"3","Small regions (TL3)","CA4709","Division 9, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.38,,
"3","Small regions (TL3)","CA4718","Division 18, SK","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.15,,
"3","Small regions (TL3)","CA4807","Division 7, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.17,,
"3","Small regions (TL3)","CA5917","Capital, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,178.85,,
"3","Small regions (TL3)","CA5924","Strathcona, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,2.69,,
"3","Small regions (TL3)","CA6103","Region 3, NT","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,0.11,,
"2","Large regions (TL2)","NZ14","Bay of Plenty Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",131.3,,
"2","Large regions (TL2)","NZ16","Hawke's Bay Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,12.36,,
"2","Large regions (TL2)","NZ17","Taranaki Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",116.1,,
"2","Large regions (TL2)","NZ18","Manawatu-Wanganui Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",109.7,,
"2","Large regions (TL2)","NZ19","Wellington Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",119.9,,
"2","Large regions (TL2)","NZ21","Tasman-Nelson-Marlborough","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",124.5,,
"2","Large regions (TL2)","NZ24","Otago Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",125.4,,
"2","Large regions (TL2)","NZ25","Southland Region","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2019","2019","IDX","Index","0","Units","2001_100","2001=100",108.3,,
"3","Small regions (TL3)","HR048","Virovitica-Podravina County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,37.28,,
"3","Small regions (TL3)","HR04E","Sisak-Moslavina County","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,33.35,,
