"TL","Territory Level and Typology","REG_ID","Region","VAR","Indicator","SEX","Gender","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"3","Small regions (TL3)","CA4709","Division 9, SK","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,15282,,
"3","Small regions (TL3)","CA4709","Division 9, SK","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,15282,,
"3","Small regions (TL3)","CA4802","Division 2, AB","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,10.09,,
"3","Small regions (TL3)","CA5907","Okanagan-Similkameen, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,8.48,,
"3","Small regions (TL3)","CA5924","Strathcona, BC","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,18278,,
"3","Small regions (TL3)","CA5924","Strathcona, BC","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,2.64,,
"3","Small regions (TL3)","CA5924","Strathcona, BC","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,18278,,
"3","Small regions (TL3)","CA5935","Central Okanagan, BC","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2905,,
"3","Small regions (TL3)","CA5935","Central Okanagan, BC","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2905,,
"3","Small regions (TL3)","ITC41","Varese","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,820.76,,
"3","Small regions (TL3)","ITF33","Naples","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,1174,,
"3","Small regions (TL3)","ITF33","Naples","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,1174,,
"3","Small regions (TL3)","ITF35","Salerno","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,222.62,,
"3","Small regions (TL3)","ITF43","Taranto","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2445,,
"3","Small regions (TL3)","ITF43","Taranto","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2445,,
"3","Small regions (TL3)","ITG14","Agrigento","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,144.26,,
"3","Small regions (TL3)","ITG25","Sassari","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,4267,,
"3","Small regions (TL3)","ITG25","Sassari","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,4267,,
"2","Large regions (TL2)","ITH1","Province of Bolzano-Bozen","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,7370,,
"3","Small regions (TL3)","ITH51","Piacenza","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.8,,
"3","Small regions (TL3)","ITH52","Parma","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",114.8,,
"3","Small regions (TL3)","ITH53","Reggio nell'Emilia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",118.5,,
"3","Small regions (TL3)","ITH54","Modena","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",111.4,,
"3","Small regions (TL3)","ITH55","Bologna","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",111,,
"3","Small regions (TL3)","ITH56","Ferrara","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",100.6,,
"3","Small regions (TL3)","ITH57","Ravenna","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",112.8,,
"3","Small regions (TL3)","ITH58","Forlì-Cesena","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2376,,
"3","Small regions (TL3)","ITH58","Forlì-Cesena","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",110.6,,
"3","Small regions (TL3)","ITH58","Forlì-Cesena","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2376,,
"3","Small regions (TL3)","ITH59","Rimini","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",117,,
"3","Small regions (TL3)","ITI11","Massa-Carrara","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",99.1,,
"3","Small regions (TL3)","ITI12","Lucca","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",104.6,,
"3","Small regions (TL3)","ITI13","Pistoia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",109,,
"3","Small regions (TL3)","ITI14","Florence","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.4,,
"3","Small regions (TL3)","ITI15","Prato","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",112.8,,
"3","Small regions (TL3)","ITI16","Livorno","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",102.9,,
"3","Small regions (TL3)","ITI17","Pisa","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",109.6,,
"3","Small regions (TL3)","ITI18","Arezzo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",106.7,,
"3","Small regions (TL3)","ITI19","Siena","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",106.5,,
"3","Small regions (TL3)","ITI1A","Grosseto","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105.2,,
"3","Small regions (TL3)","ITI21","Perugia","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.9,,
"3","Small regions (TL3)","ITI22","Terni","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",103.1,,
"3","Small regions (TL3)","ITI31","Pesaro e Urbino","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.7,,
"3","Small regions (TL3)","ITI32","Ancona","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105.8,,
"3","Small regions (TL3)","ITI33","Macerata","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105.2,,
"3","Small regions (TL3)","ITI34","Ascoli Piceno","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",102.9,,
"3","Small regions (TL3)","ITI35","Fermo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105.1,,
"3","Small regions (TL3)","ITI41","Viterbo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",110.4,,
"3","Small regions (TL3)","ITI42","Rieti","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",106.3,,
"3","Small regions (TL3)","ITI43","Rome","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",117.6,,
"3","Small regions (TL3)","ITI44","Latina","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",117.1,,
"3","Small regions (TL3)","ITI45","Frosinone","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",101.3,,
"2","Large regions (TL2)","JPA","Hokkaido","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",93.1,,
"3","Small regions (TL3)","JPA01","Hokkaido","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",93.1,,
"3","Small regions (TL3)","PL622","Olsztynski","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",99.4,,
"3","Small regions (TL3)","PL634","Gdanski","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",125.6,,
"1","Country","PRT","Portugal","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,90996,,
"3","Small regions (TL3)","PT11E","Terras de Trás-os-Montes","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,19.64,,
"3","Small regions (TL3)","PT11E","Terras de Trás-os-Montes","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",85.5,,
"2","Large regions (TL2)","PT16","Central Portugal","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,27990,,
"3","Small regions (TL3)","PT16F","Região de Leiria","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",99.4,,
"3","Small regions (TL3)","PT16H","Beira Baixa","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",86.6,,
"3","Small regions (TL3)","PT16I","Médio Tejo","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,71.06,,
"3","Small regions (TL3)","PT16J","Beiras e Serra da Estrela","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,6287,,
"3","Small regions (TL3)","PT16J","Beiras e Serra da Estrela","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,34.39,,
"3","Small regions (TL3)","PT16J","Beiras e Serra da Estrela","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,6287,,
"2","Large regions (TL2)","PT17","Metropolitan area of Lisbon","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2810,,
"3","Small regions (TL3)","PT184","Baixo Alentejo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",87.3,,
"3","Small regions (TL3)","PT185","Lezíria do Tejo","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,4238,,
"3","Small regions (TL3)","PT185","Lezíria do Tejo","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,4238,,
"3","Small regions (TL3)","PT187","Alentejo Central","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",89,,
"3","Small regions (TL3)","SK021","Trnava Region","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,138.38,,
"3","Small regions (TL3)","ES111","La Corunna","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",102.3,,
"3","Small regions (TL3)","ES112","Lugo","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",92.1,,
"3","Small regions (TL3)","ES113","Orense","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",91.1,,
"3","Small regions (TL3)","ES114","Pontevedra","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",104.2,,
"3","Small regions (TL3)","ES120","Asturias","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.5,,
"3","Small regions (TL3)","ES130","Cantabria","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.8,,
"3","Small regions (TL3)","ES211","Araba/Álava","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",114.2,,
"3","Small regions (TL3)","ES212","Gipuzkoa","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",105.5,,
"3","Small regions (TL3)","ES213","Biscay","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",100.9,,
"3","Small regions (TL3)","ES220","Navarre","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",116.6,,
"3","Small regions (TL3)","ES230","La Rioja","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",113.7,,
"3","Small regions (TL3)","ES411","Ávila","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,8030,,
"3","Small regions (TL3)","ES411","Ávila","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,8030,,
"3","Small regions (TL3)","ES412","Burgos","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14259,,
"3","Small regions (TL3)","ES412","Burgos","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,24.97,,
"3","Small regions (TL3)","ES412","Burgos","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,14259,,
"3","Small regions (TL3)","ES413","León","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,30.03,,
"3","Small regions (TL3)","US021","Boise City-Nampa, ID","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",142.6,,
"3","Small regions (TL3)","US027","Cedar Rapids, IA","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14965,,
"3","Small regions (TL3)","US027","Cedar Rapids, IA","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,14965,"E","Estimated value"
"3","Small regions (TL3)","US028","Champaign-Urbana, IL","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,21808,,
"3","Small regions (TL3)","US028","Champaign-Urbana, IL","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,21808,"E","Estimated value"
"3","Small regions (TL3)","US031","Charlotte-Gastonia-Salisbury, NC-SC","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",134,,
"3","Small regions (TL3)","US032","Chicago-Naperville-Michigan City, IL-IN-WI","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,41694,,
"3","Small regions (TL3)","US032","Chicago-Naperville-Michigan City, IL-IN-WI","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,41694,"E","Estimated value"
"3","Small regions (TL3)","US033","Cincinnati-Middletown-Wilmington, OH-KY-IN","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",108.3,,
"3","Small regions (TL3)","US034","Clarksburg, WV + Morgantown, WV","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",109.6,,
"3","Small regions (TL3)","US035","Cleveland-Akron-Elyria, OH","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",96.4,,
"3","Small regions (TL3)","US036","Colorado Springs, CO","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",129.4,,
"3","Small regions (TL3)","US037","Columbia, MO","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",113.4,,
"3","Small regions (TL3)","US038","Columbia-Newberry, SC","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",117.6,,
"3","Small regions (TL3)","US040","Columbus-Marion-Chillicothe, OH","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",116.3,,
"3","Small regions (TL3)","US041","Corpus Christi-Kingsville, TX","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",116.6,,
"3","Small regions (TL3)","US042","Dallas-Fort Worth, TX","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,75.28,,
"3","Small regions (TL3)","US042","Dallas-Fort Worth, TX","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",134.3,,
"3","Small regions (TL3)","US044","Dayton-Springfield-Greenville, OH","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14786,,
"3","Small regions (TL3)","US044","Dayton-Springfield-Greenville, OH","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,14786,"E","Estimated value"
"3","Small regions (TL3)","US045","Denver-Aurora-Boulder, CO","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",129.7,,
"3","Small regions (TL3)","US047","Detroit-Warren-Flint, MI","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",98,,
"3","Small regions (TL3)","US048","Dothan-Enterprise-Ozark, AL","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",106.9,,
"3","Small regions (TL3)","US049","Dover, DE","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",126.8,,
"3","Small regions (TL3)","US050","Duluth, MN-WI","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",100.3,,
"3","Small regions (TL3)","US051","El Paso, TX","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",118.9,,
"3","Small regions (TL3)","US052","Erie, PA","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",95.3,,
"3","Small regions (TL3)","US053","Eugene-Springfield, OR","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",115.1,,
"3","Small regions (TL3)","US060","Fort Wayne-Huntington-Auburn, IN","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,13081,,
"3","Small regions (TL3)","US060","Fort Wayne-Huntington-Auburn, IN","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,13081,"E","Estimated value"
"3","Small regions (TL3)","US081","Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,19614,,
"3","Small regions (TL3)","US081","Johnson City-Kingsport-Bristol (Tri-Cities), TN-VA","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,19614,"E","Estimated value"
"3","Small regions (TL3)","US082","Jonesboro, AR","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,20.69,,
"3","Small regions (TL3)","US084","Kansas City-Overland Park-Kansas City, MO-KS","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,66259,,
"3","Small regions (TL3)","US084","Kansas City-Overland Park-Kansas City, MO-KS","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,66259,"E","Estimated value"
"3","Small regions (TL3)","US097","Los Angeles-Long Beach-Riverside, CA","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,195736,,
"3","Small regions (TL3)","US097","Los Angeles-Long Beach-Riverside, CA","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,195736,"E","Estimated value"
"3","Small regions (TL3)","US146","San Jose-San Francisco-Oakland, CA","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,88861,,
"3","Small regions (TL3)","US146","San Jose-San Francisco-Oakland, CA","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,88861,"E","Estimated value"
"3","Small regions (TL3)","CA6106","Region 6, NT","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,0.12,,
"3","Small regions (TL3)","CL032","Chañaral","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,24436,,
"3","Small regions (TL3)","CL032","Chañaral","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,24436,,
"3","Small regions (TL3)","CL041","Elqui","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,16895,,
"3","Small regions (TL3)","CL041","Elqui","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,16895,,
"3","Small regions (TL3)","CL041","Elqui","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,32.28,,
"3","Small regions (TL3)","CL057","San Felipe de Aconcagua","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,2659,,
"3","Small regions (TL3)","CL057","San Felipe de Aconcagua","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,2659,,
"3","Small regions (TL3)","CL081","Concepción","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,305.85,,
"3","Small regions (TL3)","CL081","Concepción","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,307.62,,
"3","Small regions (TL3)","CL083","Biobío","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,14988,,
"3","Small regions (TL3)","CL083","Biobío","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,27.92,,
"3","Small regions (TL3)","CL083","Biobío","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,14988,,
"3","Small regions (TL3)","CL083","Biobío","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,28.08,,
"3","Small regions (TL3)","CL134","Maipo","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,476.1,,
"3","Small regions (TL3)","CL134","Maipo","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,485.93,,
"3","Small regions (TL3)","CL141","Valdivia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,29.74,,
"3","Small regions (TL3)","CL141","Valdivia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2019","2019","RATIO","Ratio","0","Units",,,29.97,,
"3","Small regions (TL3)","CZ031","South Bohemia","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,66.59,,
"3","Small regions (TL3)","CZ042","Ústí nad Labem","SURF","    Regional surface","T","Total","ALL","All regions","2018","2018","KM2","Square kilometres","0","Units",,,5234,,
"3","Small regions (TL3)","CZ042","Ústí nad Labem","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,5234,,
"3","Small regions (TL3)","DK011","City of Copenhagen","POP_DEN","    Population density (pop. per km2)","T","Total","ALL","All regions","2018","2018","RATIO","Ratio","0","Units",,,4454.21,,
"2","Large regions (TL2)","FI1B","Helsinki-Uusimaa","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,9097,,
"2","Large regions (TL2)","FI1C","Southern Finland","SURF","    Regional surface","T","Total","ALL","All regions","2019","2019","KM2","Square kilometres","0","Units",,,31463,,
"3","Small regions (TL3)","JPB02","Aomori","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",85.7,,
"3","Small regions (TL3)","JPB03","Iwate","POP_DEN_GR","    Population density growth index (2001=100)","T","Total","ALL","All regions","2018","2018","IDX","Index","0","Units","2001_100","2001=100",87.8,,
