,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14
532,Iceland,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,14,26,37,45,50,58,65,81,85,117,134,161,180,199,247,250,330,409,473,568,588,648,737,802,890,963,1020,1086,1135,1220,1319,1364,1417,1486,1562,1586,1616,1648,1675,1689,1701,1711,1720
533,Iceland,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,14,26,37,45,50,58,65,81,85,117,134,161,180,199,247,250,330,409,473,568,588,648,737,802,890,963,1020,1086,1135,1220,1319,1364,1417,1486,1562,1586,1616,1648,1675,1689,1701,1711,1720
534,Iceland,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2,6,5,12,11,8,5,8,7,16,4,32,17,27,19,19,48,3,80,79,64,95,20,60,89,65,88,73,57,66,49,85,99,45,53,69,76,24,30,32,27,14,12,10,9
535,Iceland,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9,13,25,37,44,49,57,64,80,85,117,134,161,180,199,242,245,325,404,467,562,536,595,679,718,791,847,883,927,935,982,1031,1051,1017,1054,1096,1021,977,954,917,840,804,770,723
536,Iceland,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,7,8,8,8,8
537,Iceland,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,6,6,7,8,8,8,8
538,Iceland,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0
539,Iceland,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,-1,0,0,0,0,0,5,0,0,0,0,0,46,0,5,26,15,17,21,22,41,38,48,25,87,32,32,99,74,55,63,90,48,44,56
540,Iceland,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2,6,5,12,11,8,5,8,7,16,4,32,17,27,19,19,48,3,80,79,64,95,20,60,89,65,88,73,57,66,49,85,99,45,53,69,76,24,30,32,27,14,12,10,9
541,Bahrain,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,23,33,33,38,41,47,49,49,52,55,60,85,85,109,110,195,197,210,212,214,228,241,256,279,298,310,334,377,392,419,458,466,476,499,515,567,569,643,672,688,700,756,811,823,887,925,1040,1136,1361,1528
542,Bahrain,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,23,33,33,38,41,47,49,49,52,55,60,85,85,109,110,195,197,210,212,214,228,241,256,279,298,310,334,377,392,419,458,466,476,499,515,567,569,643,672,688,700,756,811,823,887,925,1040,1136,1361,1528
543,Bahrain,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,21,10,0,5,3,6,2,0,3,3,5,25,0,24,1,85,2,13,2,2,14,13,15,23,19,12,24,43,15,27,39,8,10,23,16,52,2,74,29,16,12,56,55,12,64,38,115,96,225,167
544,Bahrain,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,23,33,33,38,41,47,49,49,51,51,56,79,71,87,80,160,162,166,152,137,146,152,160,168,172,184,183,211,212,238,250,235,207,223,216,268,228,258,286,261,265,294,348,341,363,380,479,572,764,876
545,Bahrain,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,7
546,Bahrain,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,7
547,Bahrain,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
548,Hungary,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,7,9,12,13,16,19,30,32,39,50,58,73,85,103,131,167,187,226,261,300,343,408,447,492,525,585,623,678,733,744,817,895,980,1190,1310,1410,1458,1512
549,Hungary,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,7,9,12,13,16,19,30,32,39,50,58,73,85,103,131,167,187,226,261,300,343,408,447,492,525,585,623,678,733,744,817,895,980,1190,1310,1410,1458,1512
550,Hungary,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,1,2,2,3,1,3,3,11,2,7,11,8,15,12,18,28,36,20,39,35,39,43,65,39,45,33,60,38,55,55,11,73,78,85,210,120,100,48,54
551,Hungary,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,7,9,12,13,16,18,29,30,36,47,55,70,74,92,109,138,157,195,223,256,298,361,398,439,465,522,554,588,633,639,699,743,818,1001,1110,1193,1229,1268
552,Hungary,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,6,8,9,10,10,10,11,13,15,16,20,21,26,32,34,38,47,58,66,77,85,99,109,122
553,Hungary,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,6,8,9,10,10,10,11,13,15,16,20,21,26,32,34,38,47,58,66,77,85,99,109,122
554,Hungary,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,1,0,0,1,2,2,1,4,1,5,6,2,4,9,11,8,11,8,14,10,13
555,Kuwait,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,11,26,43,45,45,46,56,56,56,58,58,61,64,65,69,72,80,100,104,112,123,130,142,148,159,176,188,189,191,195,208,225,235,255,266,289,317,342,417,479,556,665,743,855,910,993,1154,1234,1300,1355
556,Kuwait,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,11,26,43,45,45,46,56,56,56,58,58,61,64,65,69,72,80,100,104,112,123,130,142,148,159,176,188,189,191,195,208,225,235,255,266,289,317,342,417,479,556,665,743,855,910,993,1154,1234,1300,1355
557,Kuwait,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,6,15,17,2,0,1,10,0,0,2,0,3,3,1,4,3,8,20,4,8,11,7,12,6,11,17,12,1,2,4,13,17,10,20,11,23,28,25,75,62,77,109,78,112,55,83,161,80,66,55
558,Kuwait,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,11,26,43,45,45,46,56,56,56,58,57,60,63,64,68,69,75,95,97,103,114,118,127,130,137,149,158,159,152,152,159,168,171,188,194,216,237,261,335,385,456,561,637,743,798,869,1020,1091,1148,1176
559,Kuwait,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3
560,Kuwait,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3
561,Kuwait,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
562,Iraq,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,37,40,46,54,65,71,71,71,83,101,110,124,133,154,164,192,208,214,233,266,316,346,382,458,506,547,630,694,728,772,820,878,961,1031,1122,1202,1232,1279,1318,1352,1378,1400
563,Iraq,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,37,40,46,54,65,71,71,71,83,101,110,124,133,154,164,192,208,214,233,266,316,346,382,458,506,547,630,694,728,772,820,878,961,1031,1122,1202,1232,1279,1318,1352,1378,1400
564,Iraq,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,0,0,4,0,2,1,5,6,8,5,5,3,6,8,11,6,0,0,12,18,9,14,9,21,10,28,16,6,19,33,50,30,36,76,48,41,83,64,34,44,48,58,83,70,91,80,30,47,39,34,26,22
565,Iraq,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,35,37,41,49,58,61,49,49,51,68,74,88,91,102,111,130,142,146,156,181,214,214,241,296,333,362,432,474,494,516,540,563,621,623,684,681,667,659,645,636,583,556
566,Iraq,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6,7,7,7,8,9,10,10,10,11,12,13,17,17,20,23,27,29,36,40,42,42,46,50,52,54,54,56,61,64,65,69,69,70,72,76,78,78
567,Iraq,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6,7,7,7,8,9,10,10,10,11,12,13,17,17,20,23,27,29,36,40,42,42,46,50,52,54,54,56,61,64,65,69,69,70,72,76,78,78
568,Iraq,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,1,1,1,0,0,1,1,1,4,0,3,3,4,2,7,4,2,0,4,4,2,2,0,2,5,3,1,4,0,1,2,4,2,0
569,Estonia,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,10,10,10,10,13,16,27,79,115,171,205,225,258,267,283,306,326,352,369,404,538,575,645,679,715,745,779,858,961,1039,1097,1108,1149,1185,1207,1258,1304,1309,1332,1373
570,Estonia,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,10,10,10,10,13,16,27,79,115,171,205,225,258,267,283,306,326,352,369,404,538,575,645,679,715,745,779,858,961,1039,1097,1108,1149,1185,1207,1258,1304,1309,1332,1373
571,Estonia,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,1,0,3,5,0,0,0,3,3,11,52,36,56,34,20,33,9,16,23,20,26,17,35,134,37,70,34,36,30,34,79,103,78,58,11,41,36,22,51,46,5,23,41
572,Estonia,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,10,10,10,10,13,16,27,79,115,170,204,224,257,266,282,304,322,348,362,395,529,563,624,656,692,715,741,802,901,967,1020,1027,1059,1089,1100,1141,1187,1186,1202,1227
573,Estonia,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,5,11,12,13,15,19,21,24,24,24,24,25,28,31
574,Estonia,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,5,11,12,13,15,19,21,24,24,24,24,25,28,31
575,Estonia,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,6,1,1,2,4,2,3,0,0,0,1,3,3
576,New Zealand,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,5,5,5,5,5,5,6,8,8,8,20,20,28,52,52,102,102,205,283,368,368,514,514,589,647,708,797,868,950,1039,1106,1160,1210,1239,1283,1312,1330,1349,1366
577,New Zealand,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,5,5,5,5,5,5,6,8,8,8,20,20,28,52,52,102,102,205,283,368,368,514,514,589,647,708,797,868,950,1039,1106,1160,1210,1239,1283,1312,1330,1349,1366
578,New Zealand,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,0,0,12,0,8,24,0,50,0,103,78,85,0,146,0,75,58,61,89,71,82,89,67,54,50,29,44,29,18,19,17
579,New Zealand,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,5,5,5,5,5,5,6,8,8,8,20,20,28,52,52,102,102,183,256,331,331,457,457,525,572,624,704,764,822,882,929,918,927,921,908,886,855,798,729
580,New Zealand,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,9
581,New Zealand,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,9
582,New Zealand,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4
583,Kazakhstan,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,33,36,44,52,54,60,62,72,81,113,150,228,284,302,343,380,435,464,531,584,662,697,727,781,812,865,951,1091,1232
584,Kazakhstan,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,33,36,44,52,54,60,62,72,81,113,150,228,284,302,343,380,435,464,531,584,662,697,727,781,812,865,951,1091,1232
585,Kazakhstan,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,3,1,23,3,8,8,2,6,2,10,9,32,37,78,56,18,41,37,55,29,67,53,78,35,30,54,31,53,86,140,141
586,Kazakhstan,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,33,36,44,52,54,60,62,72,81,110,146,211,263,280,317,351,405,432,490,536,610,640,666,713,738,774,842,941,1015
587,Kazakhstan,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,5,6,6,6,7,8,10,10,10,12,14
588,Kazakhstan,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,5,6,6,6,7,8,10,10,10,12,14
589,Kazakhstan,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,1,1,2,0,0,2,2
590,Uzbekistan,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,18,23,33,41,43,46,50,60,75,88,104,144,149,172,181,205,227,266,342,457,520,545,582,624,767,865,998,1165
591,Uzbekistan,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,18,23,33,41,43,46,50,60,75,88,104,144,149,172,181,205,227,266,342,457,520,545,582,624,767,865,998,1165
592,Uzbekistan,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,3,7,5,10,8,2,3,4,10,15,13,16,40,5,23,9,24,22,39,76,115,63,25,37,42,143,98,133,167
593,Uzbekistan,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,18,23,33,41,43,46,50,60,75,82,97,135,140,163,167,178,200,239,310,425,488,512,541,579,721,795,909,1062
594,Uzbekistan,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4
595,Uzbekistan,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4
596,Uzbekistan,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
597,Azerbaijan,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,6,9,9,9,9,11,11,15,15,19,23,25,34,34,44,44,53,65,72,87,93,122,165,182,209,273,298,359,400,443,521,584,641,717,822,926,991,1058,1098,1148,1197
598,Azerbaijan,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,6,9,9,9,9,11,11,15,15,19,23,25,34,34,44,44,53,65,72,87,93,122,165,182,209,273,298,359,400,443,521,584,641,717,822,926,991,1058,1098,1148,1197
599,Azerbaijan,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,0,0,0,3,3,0,0,0,2,0,4,0,4,4,2,9,0,10,0,9,12,7,15,6,29,43,17,27,64,25,61,41,43,78,63,57,76,105,104,65,67,40,50,49
600,Azerbaijan,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,6,9,9,9,9,11,8,11,11,12,16,18,27,26,36,36,41,53,61,76,81,104,147,163,190,243,267,328,369,406,484,545,590,665,751,816,822,847,837,847,833
601,Azerbaijan,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,5,5,5,5,5,7,7,8,8,9,10,11,11,12,13
602,Azerbaijan,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,5,5,5,5,5,7,7,8,8,9,10,11,11,12,13
603,Azerbaijan,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,1,1
604,Slovenia,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,12,16,25,34,57,96,141,181,219,253,275,286,319,341,383,414,442,480,528,562,632,684,730,756,802,841,897,934,977,997,1021,1059,1091,1124,1160,1188,1205,1212,1220
605,Slovenia,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,12,16,25,34,57,96,141,181,219,253,275,286,319,341,383,414,442,480,528,562,632,684,730,756,802,841,897,934,977,997,1021,1059,1091,1124,1160,1188,1205,1212,1220
606,Slovenia,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,2,4,4,9,9,23,39,45,40,38,34,22,11,33,22,42,31,28,38,48,34,70,52,46,26,46,39,56,37,43,20,24,38,32,33,36,28,17,7,8
607,Slovenia,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,12,16,25,34,57,96,141,180,218,252,274,285,318,340,382,412,439,473,513,546,613,665,709,735,777,816,810,844,876,890,889,921,931,953,978,990,1002,1005,1012
608,Slovenia,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,4,5,6,9,9,11,11,15,15,17,20,22,28,30,36,40,43,45,50,53,55,56
609,Slovenia,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,4,5,6,9,9,11,11,15,15,17,20,22,28,30,36,40,43,45,50,53,55,56
610,Slovenia,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,2,0,4,0,2,3,2,6,2,6,4,3,2,5,3,2,1
611,Bangladesh,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,5,8,10,14,18,20,24,27,33,39,39,44,48,48,48,49,51,54,56,61,70,88,123,164,218,330,424,482,621,803,1012
