,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30
56,France,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,20,20,16.6700000000000017053025658242404460906982421875,12.5,12.5,12.5,12.5,9.089999999999999857891452847979962825775146484375,9.089999999999999857891452847979962825775146484375,8.3300000000000000710542735760100185871124267578125,8.3300000000000000710542735760100185871124267578125,15.3800000000000007815970093361102044582366943359375,15.3800000000000007815970093361102044582366943359375,15.3800000000000007815970093361102044582366943359375,14.28999999999999914734871708787977695465087890625,14.28999999999999914734871708787977695465087890625,20,25,25,36.840000000000003410605131648480892181396484375,42.8599999999999994315658113919198513031005859375,57.1400000000000005684341886080801486968994140625,61.28999999999999914734871708787977695465087890625,71.43000000000000682121026329696178436279296875,73.3299999999999982946974341757595539093017578125,80,83.56000000000000227373675443232059478759765625,86.81000000000000227373675443232059478759765625,88.349999999999994315658113919198513031005859375,91.3700000000000045474735088646411895751953125,92.5,22.519999999999999573674358543939888477325439453125,30.480000000000000426325641456060111522674560546875,22.32000000000000028421709430404007434844970703125,22.089999999999999857891452847979962825775146484375,26.14999999999999857891452847979962825775146484375,23.449999999999999289457264239899814128875732421875,28.10000000000000142108547152020037174224853515625,25.1099999999999994315658113919198513031005859375,25.440000000000001278976924368180334568023681640625,25.530000000000001136868377216160297393798828125,25.92999999999999971578290569595992565155029296875,28.870000000000000994759830064140260219573974609375,26.57000000000000028421709430404007434844970703125,27.6099999999999994315658113919198513031005859375
57,France,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,80,80,83.3299999999999982946974341757595539093017578125,87.5,87.5,87.5,87.5,90.909999999999996589394868351519107818603515625,90.909999999999996589394868351519107818603515625,91.6700000000000017053025658242404460906982421875,91.6700000000000017053025658242404460906982421875,84.6200000000000045474735088646411895751953125,84.6200000000000045474735088646411895751953125,84.6200000000000045474735088646411895751953125,85.7099999999999937472239253111183643341064453125,85.7099999999999937472239253111183643341064453125,80,75,75,63.159999999999996589394868351519107818603515625,57.1400000000000005684341886080801486968994140625,42.8599999999999994315658113919198513031005859375,38.71000000000000085265128291212022304534912109375,28.57000000000000028421709430404007434844970703125,26.6700000000000017053025658242404460906982421875,20,16.440000000000001278976924368180334568023681640625,13.1899999999999995026200849679298698902130126953125,11.6500000000000003552713678800500929355621337890625,8.6300000000000007815970093361102044582366943359375,7.5,77.4800000000000039790393202565610408782958984375,69.5199999999999960209606797434389591217041015625,77.68000000000000682121026329696178436279296875,77.909999999999996589394868351519107818603515625,73.849999999999994315658113919198513031005859375,76.5499999999999971578290569595992565155029296875,71.900000000000005684341886080801486968994140625,74.8900000000000005684341886080801486968994140625,74.56000000000000227373675443232059478759765625,74.469999999999998863131622783839702606201171875,74.06999999999999317878973670303821563720703125,71.1299999999999954525264911353588104248046875,73.43000000000000682121026329696178436279296875,72.3900000000000005684341886080801486968994140625
58,France,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,14,18,38,57,100,130,191,212,285,423,653,949,1209,1412,1784,2281,2876,3661,4499,5423,6633,7730,9134,10995,12612,14459,16018,19856,22304,25233,29155,32964,37575,40174,44550
59,France,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,14,18,38,57,100,130,191,212,285,423,653,949,1209,1412,1784,2281,2876,3661,4499,5423,6633,7730,9134,10995,12612,14459,16018,19856,22304,25233,29155,32964,37575,40174,44550
60,France,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,2,4,20,19,43,30,61,21,73,138,230,296,260,203,372,497,595,785,838,924,1210,1097,1404,1861,1617,1847,1559,3838,2448,2929,3922,3809,4611,2599,4376
61,France,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,4,4,4,4,1,1,0,2,5,25,44,86,116,176,196,269,404,632,921,1178,1370,1739,2221,2803,3570,4396,5284,6473,6953,8268,9328,10575,12310,13144,16796,17923,20002,22511,25269,29561,30366,33599
62,France,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,7,9,16,19,30,33,48,61,79,91,127,148,175,264,372,450,562,674,860,1100,1331,1696,1995,2314,2606,3024
63,France,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,7,9,16,19,30,33,48,61,79,91,127,148,175,264,372,450,562,674,860,1100,1331,1696,1995,2314,2606,3024
64,France,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2,7,3,11,3,15,13,18,12,36,21,27,89,108,78,112,112,186,240,231,365,299,319,292,418
65,France,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,693,292,0,613,0,1081,619,1048,752,0,1502,725
66,France,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,2,4,20,19,43,30,61,21,73,138,230,296,260,203,372,497,595,785,838,924,1210,1097,1404,1861,1617,1847,1559,3838,2448,2929,3922,3809,4611,2599,4376
67,Iran,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,14,23,34,46,54,95,165,281,427,749,1144,1824,2278,2666,3710,4009,4238,4530,5020,5687,6370,7321,7779,8624,9142,9792,10516,11144,11466,11419,12040,12861,13964,15315,16715,18821,21212,23278,24827
68,Iran,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,100,100,100,88.8900000000000005684341886080801486968994140625,80,39.02000000000000312638803734444081783294677734375,43.17999999999999971578290569595992565155029296875,32.5,31.780000000000001136868377216160297393798828125,25.89999999999999857891452847979962825775146484375,23.5799999999999982946974341757595539093017578125,18.489999999999998436805981327779591083526611328125,15.03999999999999914734871708787977695465087890625,14.28999999999999914734871708787977695465087890625,12.75,11.96000000000000085265128291212022304534912109375,7.9900000000000002131628207280300557613372802734375,8.3300000000000000710542735760100185871124267578125,9.0099999999999997868371792719699442386627197265625,9.6300000000000007815970093361102044582366943359375,10.6899999999999995026200849679298698902130126953125,11.5800000000000000710542735760100185871124267578125,12.71000000000000085265128291212022304534912109375,12.339999999999999857891452847979962825775146484375,13.6199999999999992184029906638897955417633056640625,14.5800000000000000710542735760100185871124267578125,15.4900000000000002131628207280300557613372802734375,16.5799999999999982946974341757595539093017578125,17.67999999999999971578290569595992565155029296875,17.519999999999999573674358543939888477325439453125,16.92999999999999971578290569595992565155029296875,17.559999999999998721023075631819665431976318359375,17.78999999999999914734871708787977695465087890625,17.8299999999999982946974341757595539093017578125,17.75,17.60000000000000142108547152020037174224853515625,17.60000000000000142108547152020037174224853515625,17.730000000000000426325641456060111522674560546875,17.559999999999998721023075631819665431976318359375,16.53999999999999914734871708787977695465087890625
69,Iran,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,11.1099999999999994315658113919198513031005859375,20,60.97999999999999687361196265555918216705322265625,56.82000000000000028421709430404007434844970703125,67.5,68.219999999999998863131622783839702606201171875,74.099999999999994315658113919198513031005859375,76.4200000000000017053025658242404460906982421875,81.5100000000000051159076974727213382720947265625,84.9599999999999937472239253111183643341064453125,85.7099999999999937472239253111183643341064453125,87.25,88.0400000000000062527760746888816356658935546875,92.0100000000000051159076974727213382720947265625,91.6700000000000017053025658242404460906982421875,90.9899999999999948840923025272786617279052734375,90.3700000000000045474735088646411895751953125,89.31000000000000227373675443232059478759765625,88.4200000000000017053025658242404460906982421875,87.2900000000000062527760746888816356658935546875,87.659999999999996589394868351519107818603515625,86.3799999999999954525264911353588104248046875,85.4200000000000017053025658242404460906982421875,84.5100000000000051159076974727213382720947265625,83.4200000000000017053025658242404460906982421875,82.31999999999999317878973670303821563720703125,82.4800000000000039790393202565610408782958984375,83.06999999999999317878973670303821563720703125,82.43999999999999772626324556767940521240234375,82.2099999999999937472239253111183643341064453125,82.1700000000000017053025658242404460906982421875,82.25,82.400000000000005684341886080801486968994140625,82.400000000000005684341886080801486968994140625,82.2699999999999960209606797434389591217041015625,82.43999999999999772626324556767940521240234375,83.4599999999999937472239253111183643341064453125
70,Iran,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,5,18,29,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495
71,Iran,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,5,18,29,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495
72,Iran,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,3,13,11,14,18,34,44,106,143,205,385,523,835,586,591,1234,1076,743,595,881,958,1075,1289,1365,1209,1053,1178,1192,1046,1237,966,1028,1411,1762,2206,2389,2926,3076,2901,3186
73,Iran,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,14,23,34,46,54,95,165,281,427,749,1144,1824,2278,2666,3710,4009,4238,4530,5020,5687,6370,7321,7779,8624,9142,9792,10516,11144,11466,11419,12040,12861,13964,15315,16715,18821,21212,23278,24827
74,Iran,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,4,6,8,12,16,19,26,34,43,54,66,77,92,108,124,145,194,237,291,354,429,514,611,724,853,988,1135,1284,1433,1556,1685,1812,1934,2077,2234,2378,2517,2640,2757
75,Iran,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,4,6,8,12,16,19,26,34,43,54,66,77,92,108,124,145,194,237,291,354,429,514,611,724,853,988,1135,1284,1433,1556,1685,1812,1934,2077,2234,2378,2517,2640,2757
76,Iran,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,2,2,4,4,3,7,8,9,11,12,11,15,16,16,21,49,43,54,63,75,85,97,113,129,135,147,149,149,123,129,127,122,143,157,144,139,123,117
77,Iran,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,22,0,29,19,50,52,116,144,117,187,174,756,465,260,337,228,317,253,810,251,406,393,321,269,766,890,278,463,537,712,832,676,546,712,1520
78,Iran,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,3,13,11,14,18,34,44,106,143,205,385,523,835,586,591,1234,1076,743,595,881,958,1075,1289,1365,1209,1053,1178,1192,1046,1237,966,1028,1411,1762,2206,2389,2926,3076,2901,3186
79,UK,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,5,5,5,8,12,15,28,31,43,79,97,144,189,257,298,359,434,562,769,1101,1336,1436,1814,2457,3060,3741,4692,5309,6180,7520,8931,10945,13649,15935,18159,20598
80,UK,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2599999999999997868371792719699442386627197265625,10,10,14.28999999999999914734871708787977695465087890625,21.739999999999998436805981327779591083526611328125,25,30.769999999999999573674358543939888477325439453125,35.71000000000000085265128291212022304534912109375,37.92999999999999971578290569595992565155029296875,53.85000000000000142108547152020037174224853515625,63.6400000000000005684341886080801486968994140625,51.39999999999999857891452847979962825775146484375,52.21000000000000085265128291212022304534912109375,61.53999999999999914734871708787977695465087890625,68.900000000000005684341886080801486968994140625,73.1400000000000005684341886080801486968994140625,71.469999999999998863131622783839702606201171875,75.1299999999999954525264911353588104248046875,71.280000000000001136868377216160297393798828125,75.7600000000000051159076974727213382720947265625,77.4200000000000017053025658242404460906982421875,81.06999999999999317878973670303821563720703125,84.900000000000005684341886080801486968994140625,88.2999999999999971578290569595992565155029296875,90.099999999999994315658113919198513031005859375,91.25
81,UK,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.7399999999999948840923025272786617279052734375,90,90,85.7099999999999937472239253111183643341064453125,78.2600000000000051159076974727213382720947265625,75,69.2300000000000039790393202565610408782958984375,64.2900000000000062527760746888816356658935546875,62.07000000000000028421709430404007434844970703125,46.14999999999999857891452847979962825775146484375,36.3599999999999994315658113919198513031005859375,48.60000000000000142108547152020037174224853515625,47.78999999999999914734871708787977695465087890625,38.46000000000000085265128291212022304534912109375,31.10000000000000142108547152020037174224853515625,26.8599999999999994315658113919198513031005859375,28.530000000000001136868377216160297393798828125,24.870000000000000994759830064140260219573974609375,28.719999999999998863131622783839702606201171875,24.239999999999998436805981327779591083526611328125,22.5799999999999982946974341757595539093017578125,18.92999999999999971578290569595992565155029296875,15.0999999999999996447286321199499070644378662109375,11.699999999999999289457264239899814128875732421875,9.9000000000000003552713678800500929355621337890625,8.75
82,UK,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,13,13,13,13,16,20,23,36,39,51,87,116,164,209,278,321,383,460,590,798,1140,1391,1543,1950,2626,3269,3983,5018,5683,6650,8077,9529,11658,14543,17089,19522,22141
83,UK,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,13,13,13,13,16,20,23,36,39,51,87,116,164,209,278,321,383,460,590,798,1140,1391,1543,1950,2626,3269,3983,5018,5683,6650,8077,9529,11658,14543,17089,19522,22141
84,UK,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,4,0,0,0,3,4,3,13,3,12,36,29,48,45,69,43,62,77,130,208,342,251,152,407,676,643,714,1035,665,967,1427,1452,2129,2885,2546,2433,2619
85,UK,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,5,5,5,8,12,15,28,31,43,79,97,144,189,257,298,359,434,562,769,1101,1336,1436,1814,2457,3060,3741,4692,5309,6180,7520,8931,10945,13649,15935,18159,20598
86,UK,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,6,8,10,11,21,35,55,71,104,144,177,233,281,335,422,463,578,759,1019,1228,1408
87,UK,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,5,6,8,10,11,21,35,55,71,104,144,177,233,281,335,422,463,578,759,1019,1228,1408
88,UK,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,2,1,10,14,20,16,33,40,33,56,48,54,87,41,115,181,260,209,180
89,UK,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,32,13,0,0,0,28,0,42,0,0,0,0,0,0,0
90,UK,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,4,0,0,0,3,4,3,13,3,12,36,29,48,45,69,43,62,77,130,208,342,251,152,407,676,643,714,1035,665,967,1427,1452,2129,2885,2546,2433,2619
91,Switzerland,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,23,29,56,90,116,210,264,327,369,491,644,857,1124,1358,2199,2330,2700,3067,4164,5544,6652,7245,8544,9624,10613,11488,11167,12282,12934,13740
92,Switzerland,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""",0,0,0,0,25,25,25,40,40,50,50,63.6400000000000005684341886080801486968994140625,73.3299999999999982946974341757595539093017578125,76.469999999999998863131622783839702606201171875,77.780000000000001136868377216160297393798828125,82.6099999999999994315658113919198513031005859375,64.2900000000000062527760746888816356658935546875,68.75,74.1400000000000005684341886080801486968994140625,78.8700000000000045474735088646411895751953125,37.909999999999996589394868351519107818603515625,42.78999999999999914734871708787977695465087890625,47.81000000000000227373675443232059478759765625,48.219999999999998863131622783839702606201171875,53.86999999999999744204615126363933086395263671875,59.43999999999999772626324556767940521240234375,13.1199999999999992184029906638897955417633056640625,14.7200000000000006394884621840901672840118408203125,15.8300000000000000710542735760100185871124267578125,16.449999999999999289457264239899814128875732421875
93,Switzerland,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,75,75,75,60,60,50,50,36.3599999999999994315658113919198513031005859375,26.6700000000000017053025658242404460906982421875,23.530000000000001136868377216160297393798828125,22.219999999999998863131622783839702606201171875,17.3900000000000005684341886080801486968994140625,35.71000000000000085265128291212022304534912109375,31.25,25.8599999999999994315658113919198513031005859375,21.129999999999999005240169935859739780426025390625,62.090000000000003410605131648480892181396484375,57.21000000000000085265128291212022304534912109375,52.18999999999999772626324556767940521240234375,51.780000000000001136868377216160297393798828125,46.13000000000000255795384873636066913604736328125,40.56000000000000227373675443232059478759765625,86.8799999999999954525264911353588104248046875,85.280000000000001136868377216160297393798828125,84.1700000000000017053025658242404460906982421875,83.5499999999999971578290569595992565155029296875
94,Switzerland,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,24,30,58,93,120,214,268,332,374,497,652,868,1139,1375,2217,2353,2742,3115,4222,5615,6863,7474,8795,9877,10897,11811,12928,14076,14829,15922
95,Switzerland,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,24,30,58,93,120,214,268,332,374,497,652,868,1139,1375,2217,2353,2742,3115,4222,5615,6863,7474,8795,9877,10897,11811,12928,14076,14829,15922
96,Switzerland,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,7,7,4,5,6,28,35,27,94,54,64,42,123,155,216,271,236,842,136,389,373,1107,1393,1248,611,1321,1082,1020,914,1117,1148,753,1093
97,Switzerland,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,8,15,19,23,29,56,90,116,210,264,327,369,491,644,857,1124,1358,2199,2330,2700,3067,4164,5544,6652,7245,8544,9624,10613,11488,11167,12282,12934,13740
98,Switzerland,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,7,11,13,14,19,27,33,43,56,80,98,120,122,153,192,231,264,300,359
99,Switzerland,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,7,11,13,14,19,27,33,43,56,80,98,120,122,153,192,231,264,300,359
100,Switzerland,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,3,4,2,1,5,8,6,10,13,24,18,22,2,31,39,39,33,36,59
101,Switzerland,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,116,0,0,0,0,0,1399,0,65,228
102,Switzerland,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,7,7,4,5,6,28,35,27,94,54,64,42,123,155,216,271,236,842,136,389,373,1107,1393,1248,611,1321,1082,1020,914,1117,1148,753,1093
103,Turkey,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,97,189,355,661,926,1206,1492,1828,2348,3528,5564,7224,8981,10497
104,Turkey,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,69.409999999999996589394868351519107818603515625,74.2600000000000051159076974727213382720947265625,68.659999999999996589394868351519107818603515625,60.6700000000000017053025658242404460906982421875,55.50999999999999801048033987171947956085205078125,50.909999999999996589394868351519107818603515625
105,Turkey,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.589999999999999857891452847979962825775146484375,25.739999999999998436805981327779591083526611328125,31.339999999999999857891452847979962825775146484375,39.3299999999999982946974341757595539093017578125,44.49000000000000198951966012828052043914794921875,49.090000000000003410605131648480892181396484375
106,Turkey,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,98,191,359,670,947,1236,1529,1872,2433,3629,5698,7402,9217,10827
107,Turkey,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,98,191,359,670,947,1236,1529,1872,2433,3629,5698,7402,9217,10827
108,Turkey,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,4,1,12,29,51,93,168,311,277,289,293,343,561,1196,2069,1704,1815,1610
109,Turkey,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,18,47,97,189,355,661,926,1206,1492,1828,2348,3528,5564,7224,8981,10497
110,Turkey,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9,21,30,37,44,59,75,92,108,131,168
111,Turkey,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9,21,30,37,44,59,75,92,108,131,168
112,Turkey,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,12,9,7,7,15,16,17,16,23,37
113,Turkey,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16,28,35,57
114,Turkey,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,4,1,12,29,51,93,168,311,277,289,293,343,561,1196,2069,1704,1815,1610
115,Belgium,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,22,49,108,168,199,238,266,310,395,555,684,881,1047,1219,1441,1609,2016,2485,3063,3254,3686,4212,5340,6137,7718,9046,9859
116,Belgium,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,80,80,90.909999999999996589394868351519107818603515625,41.6700000000000017053025658242404460906982421875,31.1099999999999994315658113919198513031005859375,11.28999999999999914734871708787977695465087890625,15.3499999999999996447286321199499070644378662109375,20.300000000000000710542735760100185871124267578125,22.190000000000001278976924368180334568023681640625,18,20.92999999999999971578290569595992565155029296875,24.550000000000000710542735760100185871124267578125,24.5799999999999982946974341757595539093017578125,25.199999999999999289457264239899814128875732421875,24.92999999999999971578290569595992565155029296875,24.0799999999999982946974341757595539093017578125,25.14999999999999857891452847979962825775146484375
117,Belgium,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25,25,25,20,20,9.089999999999999857891452847979962825775146484375,58.3299999999999982946974341757595539093017578125,68.8900000000000005684341886080801486968994140625,88.7099999999999937472239253111183643341064453125,84.650000000000005684341886080801486968994140625,79.7000000000000028421709430404007434844970703125,77.81000000000000227373675443232059478759765625,82,79.06999999999999317878973670303821563720703125,75.4500000000000028421709430404007434844970703125,75.4200000000000017053025658242404460906982421875,74.7999999999999971578290569595992565155029296875,75.06999999999999317878973670303821563720703125,75.9200000000000017053025658242404460906982421875,74.849999999999994315658113919198513031005859375
118,Belgium,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,15,23,50,109,169,200,239,267,314,399,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,4269,4937,6235,7284,9134,10836,11899
119,Belgium,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,15,23,50,109,169,200,239,267,314,399,559,689,886,1058,1243,1486,1795,2257,2815,3401,3743,4269,4937,6235,7284,9134,10836,11899
