,Country,Data Type,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30
320,India,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16.6700000000000017053025658242404460906982421875,16.6700000000000017053025658242404460906982421875,13.3300000000000000710542735760100185871124267578125,13.3300000000000000710542735760100185871124267578125,17.64999999999999857891452847979962825775146484375,17.64999999999999857891452847979962825775146484375,16.6700000000000017053025658242404460906982421875,17.8599999999999994315658113919198513031005859375,17.8599999999999994315658113919198513031005859375,22.5799999999999982946974341757595539093017578125,22.730000000000000426325641456060111522674560546875,20,21.82000000000000028421709430404007434844970703125,30.769999999999999573674358543939888477325439453125,21.510000000000001563194018672220408916473388671875,22.219999999999998863131622783839702606201171875,22.129999999999999005240169935859739780426025390625,23.879999999999999005240169935859739780426025390625
321,India,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,83.3299999999999982946974341757595539093017578125,83.3299999999999982946974341757595539093017578125,86.6700000000000017053025658242404460906982421875,86.6700000000000017053025658242404460906982421875,82.349999999999994315658113919198513031005859375,82.349999999999994315658113919198513031005859375,83.3299999999999982946974341757595539093017578125,82.1400000000000005684341886080801486968994140625,82.1400000000000005684341886080801486968994140625,77.4200000000000017053025658242404460906982421875,77.2699999999999960209606797434389591217041015625,80,78.18000000000000682121026329696178436279296875,69.2300000000000039790393202565610408782958984375,78.4899999999999948840923025272786617279052734375,77.780000000000001136868377216160297393798828125,77.8700000000000045474735088646411895751953125,76.1200000000000045474735088646411895751953125
322,India,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,29,30,31,34,40,47,62,62,74,82,100,114,129,143,169,194,249,332,396,499,536,657,727,887,987,1024,1251
323,India,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,7,29,30,31,34,40,47,62,62,74,82,100,114,129,143,169,194,249,332,396,499,536,657,727,887,987,1024,1251
324,India,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,1,1,3,6,7,15,0,12,8,18,14,15,14,26,25,55,83,64,103,37,121,70,160,100,37,227
325,India,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,27,28,31,37,43,58,58,69,70,88,99,114,126,152,170,221,304,365,455,486,602,662,794,879,902,1117
326,India,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,4,5,5,7,10,10,12,20,20,24,27,32
327,India,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,4,5,5,7,10,10,12,20,20,24,27,32
328,India,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,2,3,0,2,8,0,4,3,5
329,India,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,1,0,6,3,0,1,10,6,3,2,28,11,11,7
330,India,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22,1,1,3,6,7,15,0,12,8,18,14,15,14,26,25,55,83,64,103,37,121,70,160,100,37,227
331,Greece,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,7,7,7,9,31,45,66,73,84,89,99,116,187,217,319,340,368,399,439,466,498,590,649,694,763,829,886,977,1065,1114
332,Greece,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",100,33.3299999999999982946974341757595539093017578125,27.269999999999999573674358543939888477325439453125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,26.32000000000000028421709430404007434844970703125,26.32000000000000028421709430404007434844970703125,24,34.47999999999999687361196265555918216705322265625,40.63000000000000255795384873636066913604736328125,44.11999999999999744204615126363933086395263671875,36.96000000000000085265128291212022304534912109375,40.82000000000000028421709430404007434844970703125,37.92999999999999971578290569595992565155029296875,42.8599999999999994315658113919198513031005859375,35,38.10000000000000142108547152020037174224853515625,42.8599999999999994315658113919198513031005859375,46.93999999999999772626324556767940521240234375
333,Greece,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6700000000000017053025658242404460906982421875,72.7300000000000039790393202565610408782958984375,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,73.68000000000000682121026329696178436279296875,73.68000000000000682121026329696178436279296875,76,65.5199999999999960209606797434389591217041015625,59.38000000000000255795384873636066913604736328125,55.88000000000000255795384873636066913604736328125,63.03999999999999914734871708787977695465087890625,59.17999999999999971578290569595992565155029296875,62.07000000000000028421709430404007434844970703125,57.1400000000000005684341886080801486968994140625,65,61.89999999999999857891452847979962825775146484375,57.1400000000000005684341886080801486968994140625,53.06000000000000227373675443232059478759765625
334,Greece,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,7,7,7,9,31,45,66,73,84,89,99,117,190,228,331,352,387,418,464,495,530,624,695,743,821,892,966,1061,1156,1212
335,Greece,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,7,7,7,9,31,45,66,73,84,89,99,117,190,228,331,352,387,418,464,495,530,624,695,743,821,892,966,1061,1156,1212
336,Greece,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,2,1,3,0,0,0,2,22,14,21,7,11,5,10,18,73,38,103,21,35,31,46,31,35,94,71,48,78,71,74,95,95,56
337,Greece,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,7,7,7,9,31,45,66,73,84,89,99,116,187,217,319,340,368,399,439,466,498,590,649,694,763,829,886,977,1065,1114
338,Greece,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,5,6,10,13,15,17,20,22,27,28,32,39,46
339,Greece,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,5,5,6,10,13,15,17,20,22,27,28,32,39,46
340,Greece,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,4,3,2,2,3,2,5,1,4,7,7
341,Greece,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,6,0,5,0,0,0,10,0,7,0,16,0,0,0
342,Greece,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,null,2,1,3,0,0,0,2,22,14,21,7,11,5,10,18,73,38,103,21,35,31,46,31,35,94,71,48,78,71,74,95,95,56
343,Algeria,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,8,17,17,17,19,20,20,20,12,14,14,26,40,46,46,36,49,51,59,119,148,221,216,313,354,394,449,512
344,Algeria,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,16.6700000000000017053025658242404460906982421875,16.6700000000000017053025658242404460906982421875,23.0799999999999982946974341757595539093017578125,28.57000000000000028421709430404007434844970703125,28.57000000000000028421709430404007434844970703125,33.3299999999999982946974341757595539093017578125,17.949999999999999289457264239899814128875732421875,21.949999999999999289457264239899814128875732421875,25.5799999999999982946974341757595539093017578125,18.75,20.730000000000000426325641456060111522674560546875,20.730000000000000426325641456060111522674560546875,44.18999999999999772626324556767940521240234375,24.4200000000000017053025658242404460906982421875,46.2999999999999971578290569595992565155029296875,47.27000000000000312638803734444081783294677734375,48.3299999999999982946974341757595539093017578125,50,48.6099999999999994315658113919198513031005859375
345,Algeria,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83.3299999999999982946974341757595539093017578125,83.3299999999999982946974341757595539093017578125,76.9200000000000017053025658242404460906982421875,71.43000000000000682121026329696178436279296875,71.43000000000000682121026329696178436279296875,66.6700000000000017053025658242404460906982421875,82.0499999999999971578290569595992565155029296875,78.0499999999999971578290569595992565155029296875,74.4200000000000017053025658242404460906982421875,81.25,79.2699999999999960209606797434389591217041015625,79.2699999999999960209606797434389591217041015625,55.81000000000000227373675443232059478759765625,75.5799999999999982946974341757595539093017578125,53.7000000000000028421709430404007434844970703125,52.72999999999999687361196265555918216705322265625,51.6700000000000017053025658242404460906982421875,50,51.3900000000000005684341886080801486968994140625
346,Algeria,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,8,17,17,17,19,20,20,20,20,26,26,39,54,60,61,75,90,94,139,201,230,264,302,367,409,454,511,584
347,Algeria,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,8,17,17,17,19,20,20,20,20,26,26,39,54,60,61,75,90,94,139,201,230,264,302,367,409,454,511,584
348,Algeria,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,2,2,3,9,0,0,2,1,0,0,0,6,0,13,15,6,1,14,15,4,45,62,29,34,38,65,42,45,57,73
349,Algeria,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,5,8,17,17,17,19,20,20,20,12,14,14,26,40,46,46,36,49,51,59,119,148,221,216,313,354,394,449,512
350,Algeria,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,7,9,11,15,17,17,19,21,25,26,29,31,35
351,Algeria,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,7,9,11,15,17,17,19,21,25,26,29,31,35
352,Algeria,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,2,2,4,2,0,2,2,4,1,3,2,4
353,Algeria,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,22,0,0,33,0,0,-41,41,-36,0,2,0,6
354,Algeria,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,2,2,3,9,0,0,2,1,0,0,0,6,0,13,15,6,1,14,15,4,45,62,29,34,38,65,42,45,57,73
355,Hong Kong,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,54,54,57,59,58,61,61,57,60,67,65,69,72,73,63,62,62,62,64,66,55,55,53,54,58,50,51,50,57,64,70,83,94,106,154,170,214,253,281,305,340,404,444,520,561
356,Hong Kong,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,50,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,33.3299999999999982946974341757595539093017578125,28.57000000000000028421709430404007434844970703125,25,25,15.3800000000000007815970093361102044582366943359375,14.28999999999999914734871708787977695465087890625,14.28999999999999914734871708787977695465087890625,10,10,10,10,6.25,5.2599999999999997868371792719699442386627197265625,5.2599999999999997868371792719699442386627197265625,5.12999999999999989341858963598497211933135986328125,5.12999999999999989341858963598497211933135986328125,5.12999999999999989341858963598497211933135986328125,3.770000000000000017763568394002504646778106689453125,3.770000000000000017763568394002504646778106689453125,4.839999999999999857891452847979962825775146484375,4.839999999999999857891452847979962825775146484375,4.7599999999999997868371792719699442386627197265625,3.75,3.75,4.87999999999999989341858963598497211933135986328125,4.70999999999999996447286321199499070644378662109375,4.70999999999999996447286321199499070644378662109375,4.70999999999999996447286321199499070644378662109375,4.70999999999999996447286321199499070644378662109375,4.04000000000000003552713678800500929355621337890625,3.9199999999999999289457264239899814128875732421875,3.9199999999999999289457264239899814128875732421875,3.850000000000000088817841970012523233890533447265625,3.850000000000000088817841970012523233890533447265625,3.850000000000000088817841970012523233890533447265625,3.770000000000000017763568394002504646778106689453125,3.770000000000000017763568394002504646778106689453125,3.5099999999999997868371792719699442386627197265625,3.479999999999999982236431605997495353221893310546875,3.45000000000000017763568394002504646778106689453125,3.279999999999999804600747665972448885440826416015625,3.279999999999999804600747665972448885440826416015625
357,Hong Kong,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,50,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,66.6700000000000017053025658242404460906982421875,71.43000000000000682121026329696178436279296875,75,75,84.6200000000000045474735088646411895751953125,85.7099999999999937472239253111183643341064453125,85.7099999999999937472239253111183643341064453125,90,90,90,90,93.75,94.7399999999999948840923025272786617279052734375,94.7399999999999948840923025272786617279052734375,94.8700000000000045474735088646411895751953125,94.8700000000000045474735088646411895751953125,94.8700000000000045474735088646411895751953125,96.2300000000000039790393202565610408782958984375,96.2300000000000039790393202565610408782958984375,95.159999999999996589394868351519107818603515625,95.159999999999996589394868351519107818603515625,95.2399999999999948840923025272786617279052734375,96.25,96.25,95.1200000000000045474735088646411895751953125,95.2900000000000062527760746888816356658935546875,95.2900000000000062527760746888816356658935546875,95.2900000000000062527760746888816356658935546875,95.2900000000000062527760746888816356658935546875,95.9599999999999937472239253111183643341064453125,96.0799999999999982946974341757595539093017578125,96.0799999999999982946974341757595539093017578125,96.150000000000005684341886080801486968994140625,96.150000000000005684341886080801486968994140625,96.150000000000005684341886080801486968994140625,96.2300000000000039790393202565610408782958984375,96.2300000000000039790393202565610408782958984375,96.4899999999999948840923025272786617279052734375,96.5199999999999960209606797434389591217041015625,96.5499999999999971578290569595992565155029296875,96.719999999999998863131622783839702606201171875,96.719999999999998863131622783839702606201171875
358,Hong Kong,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,56,57,60,62,65,69,69,70,74,81,85,89,92,93,95,100,100,101,103,105,108,108,115,116,121,130,131,132,142,149,155,168,193,208,256,274,318,357,387,411,454,519,560,642,683
359,Hong Kong,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,56,57,60,62,65,69,69,70,74,81,85,89,92,93,95,100,100,101,103,105,108,108,115,116,121,130,131,132,142,149,155,168,193,208,256,274,318,357,387,411,454,519,560,642,683
360,Hong Kong,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,1,3,2,3,4,0,1,4,7,4,4,3,1,2,5,0,1,2,2,3,0,7,1,5,9,1,1,10,7,6,13,25,15,48,18,44,39,30,24,43,65,41,82,41
361,Hong Kong,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,54,54,57,59,58,61,61,57,60,67,65,69,72,73,63,62,62,62,64,66,55,55,53,54,58,50,51,50,57,64,70,83,94,106,154,170,214,253,281,305,340,404,444,520,561
362,Hong Kong,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
363,Hong Kong,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
364,Hong Kong,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Hong Kong,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,1,0,5,1,0,6,0,0,0,12,6,0,1,0,0,14,0,8,0,1,17,0,1,3,0,0,0,14,3,0,2,0,0,2,0,8,1,1,6,0
366,Hong Kong,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,1,3,2,3,4,0,1,4,7,4,4,3,1,2,5,0,1,2,2,3,0,7,1,5,9,1,1,10,7,6,13,25,15,48,18,44,39,30,24,43,65,41,82,41
367,Iraq,Current Active Cases (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,35,37,41,49,58,61,49,49,51,68,74,88,91,102,111,130,142,146,156,181,214,214,241,296,333,362,432
368,Iraq,Closed Cases - Death Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",100,100,80,80,85.7099999999999937472239253111183643341064453125,70,31.82000000000000028421709430404007434844970703125,31.82000000000000028421709430404007434844970703125,25,27.269999999999999573674358543939888477325439453125,27.780000000000001136868377216160297393798828125,27.780000000000001136868377216160297393798828125,23.809999999999998721023075631819665431976318359375,21.14999999999999857891452847979962825775146484375,22.6400000000000005684341886080801486968994140625,20.969999999999998863131622783839702606201171875,25.760000000000001563194018672220408916473388671875,25,25.969999999999998863131622783839702606201171875,27.059999999999998721023075631819665431976318359375,26.469999999999998863131622783839702606201171875,21.969999999999998863131622783839702606201171875,25.530000000000001136868377216160297393798828125,24.690000000000001278976924368180334568023681640625,24.280000000000001136868377216160297393798828125,22.699999999999999289457264239899814128875732421875,23.230000000000000426325641456060111522674560546875
369,Iraq,Closed Cases - Recovery Rate,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,"""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""","""nan""",0,0,20,20,14.28999999999999914734871708787977695465087890625,30,68.18000000000000682121026329696178436279296875,68.18000000000000682121026329696178436279296875,75,72.7300000000000039790393202565610408782958984375,72.219999999999998863131622783839702606201171875,72.219999999999998863131622783839702606201171875,76.18999999999999772626324556767940521240234375,78.849999999999994315658113919198513031005859375,77.3599999999999994315658113919198513031005859375,79.030000000000001136868377216160297393798828125,74.2399999999999948840923025272786617279052734375,75,74.030000000000001136868377216160297393798828125,72.93999999999999772626324556767940521240234375,73.530000000000001136868377216160297393798828125,78.030000000000001136868377216160297393798828125,74.469999999999998863131622783839702606201171875,75.31000000000000227373675443232059478759765625,75.719999999999998863131622783839702606201171875,77.2999999999999971578290569595992565155029296875,76.7699999999999960209606797434389591217041015625
370,Iraq,Cumulative Confirmed (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,37,40,46,54,65,71,71,71,83,101,110,124,133,154,164,192,208,214,233,266,316,346,382,458,506,547,630
371,Iraq,Cumulative Confirmed (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,37,40,46,54,65,71,71,71,83,101,110,124,133,154,164,192,208,214,233,266,316,346,382,458,506,547,630
372,Iraq,Daily New Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,0,0,4,0,2,1,5,6,8,5,5,3,6,8,11,6,0,0,12,18,9,14,9,21,10,28,16,6,19,33,50,30,36,76,48,41,83
373,Iraq,Daily Current Active Cases,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,5,5,7,8,13,19,27,32,35,37,41,49,58,61,49,49,51,68,74,88,91,102,111,130,142,146,156,181,214,214,241,296,333,362,432
374,Iraq,Cumulative Deaths (Logarithmic),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6,7,7,7,8,9,10,10,10,11,12,13,17,17,20,23,27,29,36,40,42,42,46
375,Iraq,Cumulative Deaths (Linear),,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,6,7,7,7,8,9,10,10,10,11,12,13,17,17,20,23,27,29,36,40,42,42,46
376,Iraq,Daily New Deaths,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,0,1,1,1,0,0,1,1,1,4,0,3,3,4,2,7,4,2,0,4
377,Iraq,Daily New Case & Recoveries - New Recoveries,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0,9,0,2,0,6,9,0,8,0,2,6,5,13,28,2,17,9,12,9
378,Iraq,Daily New Case & Recoveries - New Cases,,,,,,,,,,,,,,,,,,,,,,,,,null,null,null,null,null,null,null,null,0,0,4,0,2,1,5,6,8,5,5,3,6,8,11,6,0,0,12,18,9,14,9,21,10,28,16,6,19,33,50,30,36,76,48,41,83
